time_period,financial_quarter,sending_location,age_group,level_of_service,hours_order,nclient,percentage
Financial Quarter,2020/21 Q3,Moray,75-84 years,Unknown,5,0,0
Financial Quarter,2020/21 Q3,Moray,85+ years,0 - <2 hours,1,35,9.1
Financial Quarter,2020/21 Q3,Moray,85+ years,2 - <4 hours,2,55,14.3
Financial Quarter,2020/21 Q3,Moray,85+ years,4 - <10 hours,3,140,36.4
Financial Quarter,2020/21 Q3,Moray,85+ years,10+ hours,4,155,40.3
Financial Quarter,2020/21 Q3,Moray,85+ years,Unknown,5,0,0
Financial Quarter,2020/21 Q3,Moray,Unknown,0 - <2 hours,1,0,NA
Financial Quarter,2020/21 Q3,Moray,Unknown,2 - <4 hours,2,0,NA
Financial Quarter,2020/21 Q3,Moray,Unknown,4 - <10 hours,3,0,NA
Financial Quarter,2020/21 Q3,Moray,Unknown,10+ hours,4,0,NA
Financial Quarter,2020/21 Q3,Moray,Unknown,Unknown,5,0,NA
Financial Quarter,2020/21 Q4,Moray,All Ages,0 - <2 hours,1,105,9.3
Financial Quarter,2020/21 Q4,Moray,All Ages,2 - <4 hours,2,160,14.2
Financial Quarter,2020/21 Q4,Moray,All Ages,4 - <10 hours,3,350,31
Financial Quarter,2020/21 Q4,Moray,All Ages,10+ hours,4,515,45.6
Financial Quarter,2020/21 Q4,Moray,All Ages,Unknown,5,0,0
Financial Quarter,2020/21 Q4,Moray,0-17 years,0 - <2 hours,1,0,NA
Financial Quarter,2020/21 Q4,Moray,0-17 years,2 - <4 hours,2,0,NA
Financial Quarter,2020/21 Q4,Moray,0-17 years,4 - <10 hours,3,0,NA
Financial Quarter,2020/21 Q4,Moray,0-17 years,10+ hours,4,0,NA
Financial Quarter,2020/21 Q4,Moray,0-17 years,Unknown,5,0,NA
Financial Quarter,2020/21 Q4,Moray,18-64 years,0 - <2 hours,1,30,11.5
Financial Quarter,2020/21 Q4,Moray,18-64 years,2 - <4 hours,2,30,11.5
Financial Quarter,2020/21 Q4,Moray,18-64 years,4 - <10 hours,3,50,19.2
Financial Quarter,2020/21 Q4,Moray,18-64 years,10+ hours,4,150,57.7
Financial Quarter,2020/21 Q4,Moray,18-64 years,Unknown,5,0,0
Financial Quarter,2020/21 Q4,Moray,65-74 years,0 - <2 hours,1,20,12.1
Financial Quarter,2020/21 Q4,Moray,65-74 years,2 - <4 hours,2,25,15.2
Financial Quarter,2020/21 Q4,Moray,65-74 years,4 - <10 hours,3,45,27.3
Financial Quarter,2020/21 Q4,Moray,65-74 years,10+ hours,4,75,45.5
Financial Quarter,2020/21 Q4,Moray,65-74 years,Unknown,5,0,0
Financial Quarter,2020/21 Q4,Moray,75-84 years,0 - <2 hours,1,25,8.5
Financial Quarter,2020/21 Q4,Moray,75-84 years,2 - <4 hours,2,50,16.9
Financial Quarter,2020/21 Q4,Moray,75-84 years,4 - <10 hours,3,105,35.6
Financial Quarter,2020/21 Q4,Moray,75-84 years,10+ hours,4,115,39
Financial Quarter,2020/21 Q4,Moray,75-84 years,Unknown,5,0,0
Financial Quarter,2020/21 Q4,Moray,85+ years,0 - <2 hours,1,35,8.4
Financial Quarter,2020/21 Q4,Moray,85+ years,2 - <4 hours,2,55,13.3
Financial Quarter,2020/21 Q4,Moray,85+ years,4 - <10 hours,3,150,36.1
Financial Quarter,2020/21 Q4,Moray,85+ years,10+ hours,4,175,42.2
Financial Quarter,2020/21 Q4,Moray,85+ years,Unknown,5,0,0
Financial Quarter,2020/21 Q4,Moray,Unknown,0 - <2 hours,1,0,NA
Financial Quarter,2020/21 Q4,Moray,Unknown,2 - <4 hours,2,0,NA
Financial Quarter,2020/21 Q4,Moray,Unknown,4 - <10 hours,3,0,NA
Financial Quarter,2020/21 Q4,Moray,Unknown,10+ hours,4,0,NA
Financial Quarter,2020/21 Q4,Moray,Unknown,Unknown,5,0,NA
Census Week,2017/18,Moray,All Ages,0 - <2 hours,1,0,NA
Census Week,2017/18,Moray,All Ages,2 - <4 hours,2,0,NA
Census Week,2017/18,Moray,All Ages,4 - <10 hours,3,0,NA
Census Week,2017/18,Moray,All Ages,10+ hours,4,0,NA
Census Week,2017/18,Moray,All Ages,Unknown,5,0,NA
Census Week,2017/18,Moray,0-17 years,0 - <2 hours,1,0,NA
Census Week,2017/18,Moray,0-17 years,2 - <4 hours,2,0,NA
Census Week,2017/18,Moray,0-17 years,4 - <10 hours,3,0,NA
Census Week,2017/18,Moray,0-17 years,10+ hours,4,0,NA
Census Week,2017/18,Moray,0-17 years,Unknown,5,0,NA
Census Week,2017/18,Moray,18-64 years,0 - <2 hours,1,0,NA
Census Week,2017/18,Moray,18-64 years,2 - <4 hours,2,0,NA
Census Week,2017/18,Moray,18-64 years,4 - <10 hours,3,0,NA
Census Week,2017/18,Moray,18-64 years,10+ hours,4,0,NA
Census Week,2017/18,Moray,18-64 years,Unknown,5,0,NA
Census Week,2017/18,Moray,65-74 years,0 - <2 hours,1,0,NA
Census Week,2017/18,Moray,65-74 years,2 - <4 hours,2,0,NA
Census Week,2017/18,Moray,65-74 years,4 - <10 hours,3,0,NA
Census Week,2017/18,Moray,65-74 years,10+ hours,4,0,NA
Census Week,2017/18,Moray,65-74 years,Unknown,5,0,NA
Census Week,2017/18,Moray,75-84 years,0 - <2 hours,1,0,NA
Census Week,2017/18,Moray,75-84 years,2 - <4 hours,2,0,NA
Census Week,2017/18,Moray,75-84 years,4 - <10 hours,3,0,NA
Census Week,2017/18,Moray,75-84 years,10+ hours,4,0,NA
Census Week,2017/18,Moray,75-84 years,Unknown,5,0,NA
Census Week,2017/18,Moray,85+ years,0 - <2 hours,1,0,NA
Census Week,2017/18,Moray,85+ years,2 - <4 hours,2,0,NA
Census Week,2017/18,Moray,85+ years,4 - <10 hours,3,0,NA
Census Week,2017/18,Moray,85+ years,10+ hours,4,0,NA
Census Week,2017/18,Moray,85+ years,Unknown,5,0,NA
Census Week,2017/18,Moray,Unknown,0 - <2 hours,1,0,NA
Census Week,2017/18,Moray,Unknown,2 - <4 hours,2,0,NA
Census Week,2017/18,Moray,Unknown,4 - <10 hours,3,0,NA
Census Week,2017/18,Moray,Unknown,10+ hours,4,0,NA
Census Week,2017/18,Moray,Unknown,Unknown,5,0,NA
Census Week,2018/19,Moray,All Ages,0 - <2 hours,1,140,13.5
Census Week,2018/19,Moray,All Ages,2 - <4 hours,2,170,16.4
Census Week,2018/19,Moray,All Ages,4 - <10 hours,3,335,32.4
Census Week,2018/19,Moray,All Ages,10+ hours,4,390,37.7
Census Week,2018/19,Moray,All Ages,Unknown,5,0,0
Census Week,2018/19,Moray,0-17 years,0 - <2 hours,1,0,NA
Census Week,2018/19,Moray,0-17 years,2 - <4 hours,2,0,NA
Census Week,2018/19,Moray,0-17 years,4 - <10 hours,3,0,NA
Census Week,2018/19,Moray,0-17 years,10+ hours,4,0,NA
Census Week,2018/19,Moray,0-17 years,Unknown,5,0,NA
Census Week,2018/19,Moray,18-64 years,0 - <2 hours,1,20,10.3
Census Week,2018/19,Moray,18-64 years,2 - <4 hours,2,20,10.3
Census Week,2018/19,Moray,18-64 years,4 - <10 hours,3,55,28.2
Census Week,2018/19,Moray,18-64 years,10+ hours,4,100,51.3
Census Week,2018/19,Moray,18-64 years,Unknown,5,0,0
Census Week,2018/19,Moray,65-74 years,0 - <2 hours,1,20,13.3
Census Week,2018/19,Moray,65-74 years,2 - <4 hours,2,30,20
Census Week,2018/19,Moray,65-74 years,4 - <10 hours,3,40,26.7
Census Week,2018/19,Moray,65-74 years,10+ hours,4,60,40
Census Week,2018/19,Moray,65-74 years,Unknown,5,0,0
Census Week,2018/19,Moray,75-84 years,0 - <2 hours,1,55,16.9
Census Week,2018/19,Moray,75-84 years,2 - <4 hours,2,65,20
Census Week,2018/19,Moray,75-84 years,4 - <10 hours,3,115,35.4
Census Week,2018/19,Moray,75-84 years,10+ hours,4,90,27.7
Census Week,2018/19,Moray,75-84 years,Unknown,5,0,0
Census Week,2018/19,Moray,85+ years,0 - <2 hours,1,45,12.3
Census Week,2018/19,Moray,85+ years,2 - <4 hours,2,55,15.1
Census Week,2018/19,Moray,85+ years,4 - <10 hours,3,125,34.2
Census Week,2018/19,Moray,85+ years,10+ hours,4,140,38.4
Census Week,2018/19,Moray,85+ years,Unknown,5,0,0
Census Week,2018/19,Moray,Unknown,0 - <2 hours,1,0,NA
Census Week,2018/19,Moray,Unknown,2 - <4 hours,2,0,NA
Census Week,2018/19,Moray,Unknown,4 - <10 hours,3,0,NA
Census Week,2018/19,Moray,Unknown,10+ hours,4,0,NA
Census Week,2018/19,Moray,Unknown,Unknown,5,0,NA
Census Week,2019/20,Moray,All Ages,0 - <2 hours,1,150,17
Census Week,2019/20,Moray,All Ages,2 - <4 hours,2,130,14.8
Census Week,2019/20,Moray,All Ages,4 - <10 hours,3,290,33
Census Week,2019/20,Moray,All Ages,10+ hours,4,310,35.2
Census Week,2019/20,Moray,All Ages,Unknown,5,0,0
Census Week,2019/20,Moray,0-17 years,0 - <2 hours,1,0,NA
Census Week,2019/20,Moray,0-17 years,2 - <4 hours,2,0,NA
Census Week,2019/20,Moray,0-17 years,4 - <10 hours,3,0,NA
Census Week,2019/20,Moray,0-17 years,10+ hours,4,0,NA
Census Week,2019/20,Moray,0-17 years,Unknown,5,0,NA
Census Week,2019/20,Moray,18-64 years,0 - <2 hours,1,40,21.6
Census Week,2019/20,Moray,18-64 years,2 - <4 hours,2,10,5.4
Census Week,2019/20,Moray,18-64 years,4 - <10 hours,3,50,27
Census Week,2019/20,Moray,18-64 years,10+ hours,4,85,45.9
Census Week,2019/20,Moray,18-64 years,Unknown,5,0,0
Census Week,2019/20,Moray,65-74 years,0 - <2 hours,1,20,16
Census Week,2019/20,Moray,65-74 years,2 - <4 hours,2,20,16
Census Week,2019/20,Moray,65-74 years,4 - <10 hours,3,40,32
Census Week,2019/20,Moray,65-74 years,10+ hours,4,45,36
Census Week,2019/20,Moray,65-74 years,Unknown,5,0,0
Census Week,2019/20,Moray,75-84 years,0 - <2 hours,1,35,14.9
Census Week,2019/20,Moray,75-84 years,2 - <4 hours,2,45,19.1
Census Week,2019/20,Moray,75-84 years,4 - <10 hours,3,85,36.2
Census Week,2019/20,Moray,75-84 years,10+ hours,4,70,29.8
Census Week,2019/20,Moray,75-84 years,Unknown,5,0,0
Census Week,2019/20,Moray,85+ years,0 - <2 hours,1,55,16.9
Census Week,2019/20,Moray,85+ years,2 - <4 hours,2,50,15.4
Census Week,2019/20,Moray,85+ years,4 - <10 hours,3,110,33.8
Census Week,2019/20,Moray,85+ years,10+ hours,4,110,33.8
Census Week,2019/20,Moray,85+ years,Unknown,5,0,0
Census Week,2019/20,Moray,Unknown,0 - <2 hours,1,0,NA
Census Week,2019/20,Moray,Unknown,2 - <4 hours,2,0,NA
Census Week,2019/20,Moray,Unknown,4 - <10 hours,3,0,NA
Census Week,2019/20,Moray,Unknown,10+ hours,4,0,NA
Census Week,2019/20,Moray,Unknown,Unknown,5,0,NA
Census Week,2020/21,Moray,All Ages,0 - <2 hours,1,100,10
Census Week,2020/21,Moray,All Ages,2 - <4 hours,2,145,14.4
Census Week,2020/21,Moray,All Ages,4 - <10 hours,3,285,28.4
Census Week,2020/21,Moray,All Ages,10+ hours,4,475,47.3
Census Week,2020/21,Moray,All Ages,Unknown,5,0,0
Census Week,2020/21,Moray,0-17 years,0 - <2 hours,1,0,NA
Census Week,2020/21,Moray,0-17 years,2 - <4 hours,2,0,NA
Census Week,2020/21,Moray,0-17 years,4 - <10 hours,3,0,NA
Census Week,2020/21,Moray,0-17 years,10+ hours,4,0,NA
Census Week,2020/21,Moray,0-17 years,Unknown,5,0,NA
Census Week,2020/21,Moray,18-64 years,0 - <2 hours,1,30,12
Census Week,2020/21,Moray,18-64 years,2 - <4 hours,2,25,10
Census Week,2020/21,Moray,18-64 years,4 - <10 hours,3,45,18
Census Week,2020/21,Moray,18-64 years,10+ hours,4,150,60
Census Week,2020/21,Moray,18-64 years,Unknown,5,0,0
Census Week,2020/21,Moray,65-74 years,0 - <2 hours,1,15,10.7
Census Week,2020/21,Moray,65-74 years,2 - <4 hours,2,20,14.3
Census Week,2020/21,Moray,65-74 years,4 - <10 hours,3,40,28.6
Census Week,2020/21,Moray,65-74 years,10+ hours,4,65,46.4
Census Week,2020/21,Moray,65-74 years,Unknown,5,0,0
Census Week,2020/21,Moray,75-84 years,0 - <2 hours,1,20,7.7
Census Week,2020/21,Moray,75-84 years,2 - <4 hours,2,45,17.3
Census Week,2020/21,Moray,75-84 years,4 - <10 hours,3,90,34.6
Census Week,2020/21,Moray,75-84 years,10+ hours,4,105,40.4
Census Week,2020/21,Moray,75-84 years,Unknown,5,0,0
Census Week,2020/21,Moray,85+ years,0 - <2 hours,1,35,9.7
Census Week,2020/21,Moray,85+ years,2 - <4 hours,2,55,15.3
Census Week,2020/21,Moray,85+ years,4 - <10 hours,3,110,30.6
Census Week,2020/21,Moray,85+ years,10+ hours,4,160,44.4
Census Week,2020/21,Moray,85+ years,Unknown,5,0,0
Census Week,2020/21,Moray,Unknown,0 - <2 hours,1,0,NA
Census Week,2020/21,Moray,Unknown,2 - <4 hours,2,0,NA
Census Week,2020/21,Moray,Unknown,4 - <10 hours,3,0,NA
Census Week,2020/21,Moray,Unknown,10+ hours,4,0,NA
Census Week,2020/21,Moray,Unknown,Unknown,5,0,NA
Financial Quarter,2018/19 Q1,North Ayrshire,All Ages,0 - <2 hours,1,370,15.1
Financial Quarter,2018/19 Q1,North Ayrshire,All Ages,2 - <4 hours,2,475,19.4
Financial Quarter,2018/19 Q1,North Ayrshire,All Ages,4 - <10 hours,3,895,36.5
Financial Quarter,2018/19 Q1,North Ayrshire,All Ages,10+ hours,4,710,29
Financial Quarter,2018/19 Q1,North Ayrshire,All Ages,Unknown,5,0,0
Financial Quarter,2018/19 Q1,North Ayrshire,0-17 years,0 - <2 hours,1,0,NA
Financial Quarter,2018/19 Q1,North Ayrshire,0-17 years,2 - <4 hours,2,0,NA
Financial Quarter,2018/19 Q1,North Ayrshire,0-17 years,4 - <10 hours,3,0,NA
Financial Quarter,2018/19 Q1,North Ayrshire,0-17 years,10+ hours,4,0,NA
Financial Quarter,2018/19 Q1,North Ayrshire,0-17 years,Unknown,5,0,NA
Financial Quarter,2018/19 Q1,North Ayrshire,18-64 years,0 - <2 hours,1,45,8.5
Financial Quarter,2018/19 Q1,North Ayrshire,18-64 years,2 - <4 hours,2,45,8.5
Financial Quarter,2018/19 Q1,North Ayrshire,18-64 years,4 - <10 hours,3,135,25.5
Financial Quarter,2018/19 Q1,North Ayrshire,18-64 years,10+ hours,4,305,57.5
Financial Quarter,2018/19 Q1,North Ayrshire,18-64 years,Unknown,5,0,0
Financial Quarter,2018/19 Q1,North Ayrshire,65-74 years,0 - <2 hours,1,60,15.6
Financial Quarter,2018/19 Q1,North Ayrshire,65-74 years,2 - <4 hours,2,70,18.2
Financial Quarter,2018/19 Q1,North Ayrshire,65-74 years,4 - <10 hours,3,150,39
Financial Quarter,2018/19 Q1,North Ayrshire,65-74 years,10+ hours,4,105,27.3
Financial Quarter,2018/19 Q1,North Ayrshire,65-74 years,Unknown,5,0,0
Financial Quarter,2018/19 Q1,North Ayrshire,75-84 years,0 - <2 hours,1,130,17.4
Financial Quarter,2018/19 Q1,North Ayrshire,75-84 years,2 - <4 hours,2,185,24.8
Financial Quarter,2018/19 Q1,North Ayrshire,75-84 years,4 - <10 hours,3,295,39.6
Financial Quarter,2018/19 Q1,North Ayrshire,75-84 years,10+ hours,4,135,18.1
Financial Quarter,2018/19 Q1,North Ayrshire,75-84 years,Unknown,5,0,0
Financial Quarter,2018/19 Q1,North Ayrshire,85+ years,0 - <2 hours,1,135,17.2
Financial Quarter,2018/19 Q1,North Ayrshire,85+ years,2 - <4 hours,2,175,22.3
Financial Quarter,2018/19 Q1,North Ayrshire,85+ years,4 - <10 hours,3,315,40.1
Financial Quarter,2018/19 Q1,North Ayrshire,85+ years,10+ hours,4,160,20.4
Financial Quarter,2018/19 Q1,North Ayrshire,85+ years,Unknown,5,0,0
Financial Quarter,2018/19 Q1,North Ayrshire,Unknown,0 - <2 hours,1,0,NA
Financial Quarter,2018/19 Q1,North Ayrshire,Unknown,2 - <4 hours,2,0,NA
Financial Quarter,2018/19 Q1,North Ayrshire,Unknown,4 - <10 hours,3,0,NA
Financial Quarter,2018/19 Q1,North Ayrshire,Unknown,10+ hours,4,0,NA
Financial Quarter,2018/19 Q1,North Ayrshire,Unknown,Unknown,5,0,NA
Financial Quarter,2018/19 Q2,North Ayrshire,All Ages,0 - <2 hours,1,345,13.8
Financial Quarter,2018/19 Q2,North Ayrshire,All Ages,2 - <4 hours,2,475,19
Financial Quarter,2018/19 Q2,North Ayrshire,All Ages,4 - <10 hours,3,885,35.3
Financial Quarter,2018/19 Q2,North Ayrshire,All Ages,10+ hours,4,800,31.9
Financial Quarter,2018/19 Q2,North Ayrshire,All Ages,Unknown,5,0,0
Financial Quarter,2018/19 Q2,North Ayrshire,0-17 years,0 - <2 hours,1,0,NA
Financial Quarter,2018/19 Q2,North Ayrshire,0-17 years,2 - <4 hours,2,0,NA
Financial Quarter,2018/19 Q2,North Ayrshire,0-17 years,4 - <10 hours,3,0,NA
Financial Quarter,2018/19 Q2,North Ayrshire,0-17 years,10+ hours,4,0,NA
Financial Quarter,2018/19 Q2,North Ayrshire,0-17 years,Unknown,5,0,NA
Financial Quarter,2018/19 Q2,North Ayrshire,18-64 years,0 - <2 hours,1,40,7.5
Financial Quarter,2018/19 Q2,North Ayrshire,18-64 years,2 - <4 hours,2,60,11.2
Financial Quarter,2018/19 Q2,North Ayrshire,18-64 years,4 - <10 hours,3,120,22.4
Financial Quarter,2018/19 Q2,North Ayrshire,18-64 years,10+ hours,4,315,58.9
Financial Quarter,2018/19 Q2,North Ayrshire,18-64 years,Unknown,5,0,0
Financial Quarter,2018/19 Q2,North Ayrshire,65-74 years,0 - <2 hours,1,75,17.9
Financial Quarter,2018/19 Q2,North Ayrshire,65-74 years,2 - <4 hours,2,85,20.2
Financial Quarter,2018/19 Q2,North Ayrshire,65-74 years,4 - <10 hours,3,140,33.3
Financial Quarter,2018/19 Q2,North Ayrshire,65-74 years,10+ hours,4,120,28.6
Financial Quarter,2018/19 Q2,North Ayrshire,65-74 years,Unknown,5,0,0
Financial Quarter,2018/19 Q2,North Ayrshire,75-84 years,0 - <2 hours,1,115,14.9
Financial Quarter,2018/19 Q2,North Ayrshire,75-84 years,2 - <4 hours,2,180,23.4
Financial Quarter,2018/19 Q2,North Ayrshire,75-84 years,4 - <10 hours,3,305,39.6
Financial Quarter,2018/19 Q2,North Ayrshire,75-84 years,10+ hours,4,170,22.1
Financial Quarter,2018/19 Q2,North Ayrshire,75-84 years,Unknown,5,0,0
Financial Quarter,2018/19 Q2,North Ayrshire,85+ years,0 - <2 hours,1,115,14.6
Financial Quarter,2018/19 Q2,North Ayrshire,85+ years,2 - <4 hours,2,150,19.1
Financial Quarter,2018/19 Q2,North Ayrshire,85+ years,4 - <10 hours,3,320,40.8
Financial Quarter,2018/19 Q2,North Ayrshire,85+ years,10+ hours,4,200,25.5
Financial Quarter,2018/19 Q2,North Ayrshire,85+ years,Unknown,5,0,0
Financial Quarter,2018/19 Q2,North Ayrshire,Unknown,0 - <2 hours,1,0,NA
Financial Quarter,2018/19 Q2,North Ayrshire,Unknown,2 - <4 hours,2,0,NA
Financial Quarter,2018/19 Q2,North Ayrshire,Unknown,4 - <10 hours,3,0,NA
Financial Quarter,2018/19 Q2,North Ayrshire,Unknown,10+ hours,4,0,NA
Financial Quarter,2018/19 Q2,North Ayrshire,Unknown,Unknown,5,0,NA
Financial Quarter,2018/19 Q3,North Ayrshire,All Ages,0 - <2 hours,1,350,13.8
Financial Quarter,2018/19 Q3,North Ayrshire,All Ages,2 - <4 hours,2,465,18.3
Financial Quarter,2018/19 Q3,North Ayrshire,All Ages,4 - <10 hours,3,920,36.1
Financial Quarter,2018/19 Q3,North Ayrshire,All Ages,10+ hours,4,810,31.8
Financial Quarter,2018/19 Q3,North Ayrshire,All Ages,Unknown,5,0,0
Financial Quarter,2018/19 Q3,North Ayrshire,0-17 years,0 - <2 hours,1,0,NA
Financial Quarter,2018/19 Q3,North Ayrshire,0-17 years,2 - <4 hours,2,0,NA
Financial Quarter,2018/19 Q3,North Ayrshire,0-17 years,4 - <10 hours,3,0,NA
Financial Quarter,2018/19 Q3,North Ayrshire,0-17 years,10+ hours,4,0,NA
Financial Quarter,2018/19 Q3,North Ayrshire,0-17 years,Unknown,5,0,NA
Financial Quarter,2018/19 Q3,North Ayrshire,18-64 years,0 - <2 hours,1,40,7.5
Financial Quarter,2018/19 Q3,North Ayrshire,18-64 years,2 - <4 hours,2,55,10.3
Financial Quarter,2018/19 Q3,North Ayrshire,18-64 years,4 - <10 hours,3,120,22.4
Financial Quarter,2018/19 Q3,North Ayrshire,18-64 years,10+ hours,4,320,59.8
Financial Quarter,2018/19 Q3,North Ayrshire,18-64 years,Unknown,5,0,0
Financial Quarter,2018/19 Q3,North Ayrshire,65-74 years,0 - <2 hours,1,70,16.1
Financial Quarter,2018/19 Q3,North Ayrshire,65-74 years,2 - <4 hours,2,95,21.8
Financial Quarter,2018/19 Q3,North Ayrshire,65-74 years,4 - <10 hours,3,150,34.5
Financial Quarter,2018/19 Q3,North Ayrshire,65-74 years,10+ hours,4,120,27.6
Financial Quarter,2018/19 Q3,North Ayrshire,65-74 years,Unknown,5,0,0
Financial Quarter,2018/19 Q3,North Ayrshire,75-84 years,0 - <2 hours,1,125,15.7
Financial Quarter,2018/19 Q3,North Ayrshire,75-84 years,2 - <4 hours,2,180,22.6
Financial Quarter,2018/19 Q3,North Ayrshire,75-84 years,4 - <10 hours,3,330,41.5
Financial Quarter,2018/19 Q3,North Ayrshire,75-84 years,10+ hours,4,160,20.1
Financial Quarter,2018/19 Q3,North Ayrshire,75-84 years,Unknown,5,0,0
Financial Quarter,2018/19 Q3,North Ayrshire,85+ years,0 - <2 hours,1,120,15.3
Financial Quarter,2018/19 Q3,North Ayrshire,85+ years,2 - <4 hours,2,130,16.6
Financial Quarter,2018/19 Q3,North Ayrshire,85+ years,4 - <10 hours,3,320,40.8
Financial Quarter,2018/19 Q3,North Ayrshire,85+ years,10+ hours,4,215,27.4
Financial Quarter,2018/19 Q3,North Ayrshire,85+ years,Unknown,5,0,0
Financial Quarter,2018/19 Q3,North Ayrshire,Unknown,0 - <2 hours,1,0,NA
Financial Quarter,2018/19 Q3,North Ayrshire,Unknown,2 - <4 hours,2,0,NA
Financial Quarter,2018/19 Q3,North Ayrshire,Unknown,4 - <10 hours,3,0,NA
Financial Quarter,2018/19 Q3,North Ayrshire,Unknown,10+ hours,4,0,NA
Financial Quarter,2018/19 Q3,North Ayrshire,Unknown,Unknown,5,0,NA
Financial Quarter,2018/19 Q4,North Ayrshire,All Ages,0 - <2 hours,1,380,14.4
Financial Quarter,2018/19 Q4,North Ayrshire,All Ages,2 - <4 hours,2,455,17.2
Financial Quarter,2018/19 Q4,North Ayrshire,All Ages,4 - <10 hours,3,935,35.4
Financial Quarter,2018/19 Q4,North Ayrshire,All Ages,10+ hours,4,870,33
Financial Quarter,2018/19 Q4,North Ayrshire,All Ages,Unknown,5,0,0
Financial Quarter,2018/19 Q4,North Ayrshire,0-17 years,0 - <2 hours,1,0,0
Financial Quarter,2018/19 Q4,North Ayrshire,0-17 years,2 - <4 hours,2,0,0
Financial Quarter,2018/19 Q4,North Ayrshire,0-17 years,4 - <10 hours,3,0,0
Financial Quarter,2018/19 Q4,North Ayrshire,0-17 years,10+ hours,4,5,100
Financial Quarter,2018/19 Q4,North Ayrshire,0-17 years,Unknown,5,0,0
Financial Quarter,2018/19 Q4,North Ayrshire,18-64 years,0 - <2 hours,1,65,11.1
Financial Quarter,2018/19 Q4,North Ayrshire,18-64 years,2 - <4 hours,2,45,7.7
Financial Quarter,2018/19 Q4,North Ayrshire,18-64 years,4 - <10 hours,3,155,26.5
Financial Quarter,2018/19 Q4,North Ayrshire,18-64 years,10+ hours,4,320,54.7
Financial Quarter,2018/19 Q4,North Ayrshire,18-64 years,Unknown,5,0,0
Financial Quarter,2018/19 Q4,North Ayrshire,65-74 years,0 - <2 hours,1,80,17.4
Financial Quarter,2018/19 Q4,North Ayrshire,65-74 years,2 - <4 hours,2,90,19.6
Financial Quarter,2018/19 Q4,North Ayrshire,65-74 years,4 - <10 hours,3,150,32.6
Financial Quarter,2018/19 Q4,North Ayrshire,65-74 years,10+ hours,4,140,30.4
Financial Quarter,2018/19 Q4,North Ayrshire,65-74 years,Unknown,5,0,0
Financial Quarter,2018/19 Q4,North Ayrshire,75-84 years,0 - <2 hours,1,140,16.4
Financial Quarter,2018/19 Q4,North Ayrshire,75-84 years,2 - <4 hours,2,190,22.2
Financial Quarter,2018/19 Q4,North Ayrshire,75-84 years,4 - <10 hours,3,335,39.2
Financial Quarter,2018/19 Q4,North Ayrshire,75-84 years,10+ hours,4,190,22.2
Financial Quarter,2018/19 Q4,North Ayrshire,75-84 years,Unknown,5,0,0
Financial Quarter,2018/19 Q4,North Ayrshire,85+ years,0 - <2 hours,1,95,12.8
Financial Quarter,2018/19 Q4,North Ayrshire,85+ years,2 - <4 hours,2,130,17.4
Financial Quarter,2018/19 Q4,North Ayrshire,85+ years,4 - <10 hours,3,300,40.3
Financial Quarter,2018/19 Q4,North Ayrshire,85+ years,10+ hours,4,220,29.5
Financial Quarter,2018/19 Q4,North Ayrshire,85+ years,Unknown,5,0,0
Financial Quarter,2018/19 Q4,North Ayrshire,Unknown,0 - <2 hours,1,0,NA
Financial Quarter,2018/19 Q4,North Ayrshire,Unknown,2 - <4 hours,2,0,NA
Financial Quarter,2018/19 Q4,North Ayrshire,Unknown,4 - <10 hours,3,0,NA
Financial Quarter,2018/19 Q4,North Ayrshire,Unknown,10+ hours,4,0,NA
Financial Quarter,2018/19 Q4,North Ayrshire,Unknown,Unknown,5,0,NA
Financial Quarter,2019/20 Q1,North Ayrshire,All Ages,0 - <2 hours,1,335,12.4
Financial Quarter,2019/20 Q1,North Ayrshire,All Ages,2 - <4 hours,2,480,17.8
Financial Quarter,2019/20 Q1,North Ayrshire,All Ages,4 - <10 hours,3,925,34.3
Financial Quarter,2019/20 Q1,North Ayrshire,All Ages,10+ hours,4,955,35.4
Financial Quarter,2019/20 Q1,North Ayrshire,All Ages,Unknown,5,0,0
Financial Quarter,2019/20 Q1,North Ayrshire,0-17 years,0 - <2 hours,1,0,NA
Financial Quarter,2019/20 Q1,North Ayrshire,0-17 years,2 - <4 hours,2,0,NA
Financial Quarter,2019/20 Q1,North Ayrshire,0-17 years,4 - <10 hours,3,0,NA
Financial Quarter,2019/20 Q1,North Ayrshire,0-17 years,10+ hours,4,0,NA
Financial Quarter,2019/20 Q1,North Ayrshire,0-17 years,Unknown,5,0,NA
Financial Quarter,2019/20 Q1,North Ayrshire,18-64 years,0 - <2 hours,1,45,8
Financial Quarter,2019/20 Q1,North Ayrshire,18-64 years,2 - <4 hours,2,60,10.6
Financial Quarter,2019/20 Q1,North Ayrshire,18-64 years,4 - <10 hours,3,135,23.9
Financial Quarter,2019/20 Q1,North Ayrshire,18-64 years,10+ hours,4,325,57.5
Financial Quarter,2019/20 Q1,North Ayrshire,18-64 years,Unknown,5,0,0
Financial Quarter,2019/20 Q1,North Ayrshire,65-74 years,0 - <2 hours,1,60,14
Financial Quarter,2019/20 Q1,North Ayrshire,65-74 years,2 - <4 hours,2,80,18.6
Financial Quarter,2019/20 Q1,North Ayrshire,65-74 years,4 - <10 hours,3,155,36
Financial Quarter,2019/20 Q1,North Ayrshire,65-74 years,10+ hours,4,135,31.4
