time_period,financial_quarter,sending_location,age_group,measure,value
Census Week,2011/12,Orkney Islands,All Ages,Number of People,240
Census Week,2011/12,Orkney Islands,All Ages,Number of Hours,1535
Census Week,2011/12,Perth and Kinross,All Ages,"Rate per 1,000 Population",9.2
Census Week,2011/12,Perth and Kinross,All Ages,Number of People,1355
Census Week,2011/12,Perth and Kinross,All Ages,Number of Hours,10715
Census Week,2011/12,Renfrewshire,All Ages,"Rate per 1,000 Population",10.5
Census Week,2011/12,Renfrewshire,All Ages,Number of People,1830
Census Week,2011/12,Renfrewshire,All Ages,Number of Hours,26770
Census Week,2011/12,Scottish Borders,All Ages,"Rate per 1,000 Population",12.4
Census Week,2011/12,Scottish Borders,All Ages,Number of People,1415
Census Week,2011/12,Scottish Borders,All Ages,Number of Hours,10710
Census Week,2011/12,Shetland,All Ages,"Rate per 1,000 Population",20.2
Census Week,2011/12,Shetland,All Ages,Number of People,470
Census Week,2011/12,Shetland,All Ages,Number of Hours,3090
Census Week,2011/12,South Ayrshire,All Ages,"Rate per 1,000 Population",20.1
Census Week,2011/12,South Ayrshire,All Ages,Number of People,2275
Census Week,2011/12,South Ayrshire,All Ages,Number of Hours,24755
Census Week,2011/12,South Lanarkshire,All Ages,"Rate per 1,000 Population",12.5
Census Week,2011/12,South Lanarkshire,All Ages,Number of People,3935
Census Week,2011/12,South Lanarkshire,All Ages,Number of Hours,50870
Census Week,2011/12,Stirling,All Ages,"Rate per 1,000 Population",13.5
Census Week,2011/12,Stirling,All Ages,Number of People,1215
Census Week,2011/12,Stirling,All Ages,Number of Hours,18380
Census Week,2011/12,West Dunbartonshire,All Ages,"Rate per 1,000 Population",18.2
Census Week,2011/12,West Dunbartonshire,All Ages,Number of People,1645
Census Week,2011/12,West Dunbartonshire,All Ages,Number of Hours,12775
Census Week,2011/12,West Lothian,All Ages,"Rate per 1,000 Population",10.4
Census Week,2011/12,West Lothian,All Ages,Number of People,1830
Census Week,2011/12,West Lothian,All Ages,Number of Hours,15565
Census Week,2012/13,Scotland (Estimated),All Ages,"Rate per 1,000 Population",11.5
Census Week,2012/13,Scotland (Estimated),All Ages,Number of People,61070
Census Week,2012/13,Scotland (Estimated),All Ages,Number of Hours,631145
Census Week,2012/13,Aberdeen City,All Ages,"Rate per 1,000 Population",8
Census Week,2012/13,Aberdeen City,All Ages,Number of People,1800
Census Week,2012/13,Aberdeen City,All Ages,Number of Hours,14795
Census Week,2012/13,Aberdeenshire,All Ages,"Rate per 1,000 Population",8.8
Census Week,2012/13,Aberdeenshire,All Ages,Number of People,2240
Census Week,2012/13,Aberdeenshire,All Ages,Number of Hours,17160
Census Week,2012/13,Angus,All Ages,"Rate per 1,000 Population",12.7
Census Week,2012/13,Angus,All Ages,Number of People,1475
Census Week,2012/13,Angus,All Ages,Number of Hours,6175
Census Week,2012/13,Argyll and Bute,All Ages,"Rate per 1,000 Population",11.3
Census Week,2012/13,Argyll and Bute,All Ages,Number of People,980
Census Week,2012/13,Argyll and Bute,All Ages,Number of Hours,10250
Census Week,2012/13,City of Edinburgh,All Ages,"Rate per 1,000 Population",8.9
Census Week,2012/13,City of Edinburgh,All Ages,Number of People,4305
Census Week,2012/13,City of Edinburgh,All Ages,Number of Hours,49065
Census Week,2012/13,Clackmannanshire,All Ages,"Rate per 1,000 Population",14.1
Census Week,2012/13,Clackmannanshire,All Ages,Number of People,725
Census Week,2012/13,Clackmannanshire,All Ages,Number of Hours,7205
Census Week,2012/13,Comhairle nan Eilean Siar,All Ages,"Rate per 1,000 Population",19.4
Census Week,2012/13,Comhairle nan Eilean Siar,All Ages,Number of People,535
Census Week,2012/13,Comhairle nan Eilean Siar,All Ages,Number of Hours,4890
Census Week,2012/13,Dumfries and Galloway,All Ages,"Rate per 1,000 Population",15.1
Census Week,2012/13,Dumfries and Galloway,All Ages,Number of People,2280
Census Week,2012/13,Dumfries and Galloway,All Ages,Number of Hours,29750
Census Week,2012/13,Dundee City,All Ages,"Rate per 1,000 Population",11.8
Census Week,2012/13,Dundee City,All Ages,Number of People,1750
Census Week,2012/13,Dundee City,All Ages,Number of Hours,14670
Census Week,2012/13,East Ayrshire,All Ages,"Rate per 1,000 Population",15.1
Census Week,2012/13,East Ayrshire,All Ages,Number of People,1855
Census Week,2012/13,East Ayrshire,All Ages,Number of Hours,18225
Census Week,2012/13,East Dunbartonshire,All Ages,"Rate per 1,000 Population",11.5
Census Week,2012/13,East Dunbartonshire,All Ages,Number of People,1215
Census Week,2012/13,East Dunbartonshire,All Ages,Number of Hours,17560
Census Week,2012/13,East Lothian,All Ages,"Rate per 1,000 Population",15.2
Census Week,2012/13,East Lothian,All Ages,Number of People,1535
Census Week,2012/13,East Lothian,All Ages,Number of Hours,21865
Census Week,2012/13,East Renfrewshire,All Ages,"Rate per 1,000 Population",11.3
Census Week,2012/13,East Renfrewshire,All Ages,Number of People,1025
Census Week,2012/13,East Renfrewshire,All Ages,Number of Hours,12815
Census Week,2012/13,Falkirk,All Ages,"Rate per 1,000 Population",15.6
Census Week,2012/13,Falkirk,All Ages,Number of People,2440
Census Week,2012/13,Falkirk,All Ages,Number of Hours,20910
Census Week,2012/13,Fife,All Ages,"Rate per 1,000 Population",11.5
Census Week,2012/13,Fife,All Ages,Number of People,4200
Census Week,2012/13,Fife,All Ages,Number of Hours,51720
Census Week,2012/13,Glasgow City,All Ages,"Rate per 1,000 Population",10.4
Census Week,2012/13,Glasgow City,All Ages,Number of People,6210
Census Week,2012/13,Glasgow City,All Ages,Number of Hours,62505
Census Week,2012/13,Highland,All Ages,"Rate per 1,000 Population",8.2
Census Week,2012/13,Highland,All Ages,Number of People,1920
Census Week,2012/13,Highland,All Ages,Number of Hours,13320
Census Week,2012/13,Inverclyde,All Ages,"Rate per 1,000 Population",16.9
Census Week,2012/13,Inverclyde,All Ages,Number of People,1360
Census Week,2012/13,Inverclyde,All Ages,Number of Hours,13085
Census Week,2012/13,Midlothian,All Ages,"Rate per 1,000 Population",11.2
Census Week,2012/13,Midlothian,All Ages,Number of People,945
Census Week,2012/13,Midlothian,All Ages,Number of Hours,11340
Census Week,2012/13,Moray,All Ages,"Rate per 1,000 Population",13
Census Week,2012/13,Moray,All Ages,Number of People,1210
Census Week,2012/13,Moray,All Ages,Number of Hours,10500
Census Week,2012/13,North Ayrshire,All Ages,"Rate per 1,000 Population",14.5
Census Week,2012/13,North Ayrshire,All Ages,Number of People,1990
Census Week,2012/13,North Ayrshire,All Ages,Number of Hours,26485
Census Week,2012/13,North Lanarkshire,All Ages,"Rate per 1,000 Population",9.7
Census Week,2012/13,North Lanarkshire,All Ages,Number of People,3285
Census Week,2012/13,North Lanarkshire,All Ages,Number of Hours,27390
Census Week,2012/13,Orkney Islands,All Ages,"Rate per 1,000 Population",10.7
Census Week,2012/13,Orkney Islands,All Ages,Number of People,230
Census Week,2012/13,Orkney Islands,All Ages,Number of Hours,1480
Census Week,2012/13,Perth and Kinross,All Ages,"Rate per 1,000 Population",8.2
Census Week,2012/13,Perth and Kinross,All Ages,Number of People,1210
Census Week,2012/13,Perth and Kinross,All Ages,Number of Hours,9365
Census Week,2012/13,Renfrewshire,All Ages,"Rate per 1,000 Population",10.9
Census Week,2012/13,Renfrewshire,All Ages,Number of People,1900
Census Week,2012/13,Renfrewshire,All Ages,Number of Hours,29075
Census Week,2012/13,Scottish Borders,All Ages,"Rate per 1,000 Population",12.4
Census Week,2012/13,Scottish Borders,All Ages,Number of People,1415
Census Week,2012/13,Scottish Borders,All Ages,Number of Hours,9935
Census Week,2012/13,Shetland,All Ages,"Rate per 1,000 Population",19.2
Census Week,2012/13,Shetland,All Ages,Number of People,445
Census Week,2012/13,Shetland,All Ages,Number of Hours,2685
Census Week,2012/13,South Ayrshire,All Ages,"Rate per 1,000 Population",19.9
Census Week,2012/13,South Ayrshire,All Ages,Number of People,2250
Census Week,2012/13,South Ayrshire,All Ages,Number of Hours,25435
Census Week,2012/13,South Lanarkshire,All Ages,"Rate per 1,000 Population",11.6
Census Week,2012/13,South Lanarkshire,All Ages,Number of People,3645
Census Week,2012/13,South Lanarkshire,All Ages,Number of Hours,44300
Census Week,2012/13,Stirling,All Ages,"Rate per 1,000 Population",13.8
Census Week,2012/13,Stirling,All Ages,Number of People,1255
Census Week,2012/13,Stirling,All Ages,Number of Hours,18850
Census Week,2012/13,West Dunbartonshire,All Ages,"Rate per 1,000 Population",16.8
Census Week,2012/13,West Dunbartonshire,All Ages,Number of People,1520
Census Week,2012/13,West Dunbartonshire,All Ages,Number of Hours,11510
Census Week,2012/13,West Lothian,All Ages,"Rate per 1,000 Population",11
Census Week,2012/13,West Lothian,All Ages,Number of People,1930
Census Week,2012/13,West Lothian,All Ages,Number of Hours,16820
Census Week,2013/14,Scotland (Estimated),All Ages,"Rate per 1,000 Population",11.6
Census Week,2013/14,Scotland (Estimated),All Ages,Number of People,61735
Census Week,2013/14,Scotland (Estimated),All Ages,Number of Hours,678890
Census Week,2013/14,Aberdeen City,All Ages,"Rate per 1,000 Population",8.4
Census Week,2013/14,Aberdeen City,All Ages,Number of People,1915
Census Week,2013/14,Aberdeen City,All Ages,Number of Hours,18500
Census Week,2013/14,Aberdeenshire,All Ages,"Rate per 1,000 Population",8.2
Census Week,2013/14,Aberdeenshire,All Ages,Number of People,2115
Census Week,2013/14,Aberdeenshire,All Ages,Number of Hours,18105
Census Week,2013/14,Angus,All Ages,"Rate per 1,000 Population",19.3
Census Week,2013/14,Angus,All Ages,Number of People,2245
Census Week,2013/14,Angus,All Ages,Number of Hours,20475
Census Week,2013/14,Argyll and Bute,All Ages,"Rate per 1,000 Population",13
Census Week,2013/14,Argyll and Bute,All Ages,Number of People,1145
Census Week,2013/14,Argyll and Bute,All Ages,Number of Hours,12300
Census Week,2013/14,City of Edinburgh,All Ages,"Rate per 1,000 Population",9.8
Census Week,2013/14,City of Edinburgh,All Ages,Number of People,4765
Census Week,2013/14,City of Edinburgh,All Ages,Number of Hours,74455
Census Week,2013/14,Clackmannanshire,All Ages,"Rate per 1,000 Population",13.6
Census Week,2013/14,Clackmannanshire,All Ages,Number of People,695
Census Week,2013/14,Clackmannanshire,All Ages,Number of Hours,7870
Census Week,2013/14,Comhairle nan Eilean Siar,All Ages,"Rate per 1,000 Population",17.9
Census Week,2013/14,Comhairle nan Eilean Siar,All Ages,Number of People,490
Census Week,2013/14,Comhairle nan Eilean Siar,All Ages,Number of Hours,4745
Census Week,2013/14,Dumfries and Galloway,All Ages,"Rate per 1,000 Population",13.4
Census Week,2013/14,Dumfries and Galloway,All Ages,Number of People,2020
Census Week,2013/14,Dumfries and Galloway,All Ages,Number of Hours,26975
Census Week,2013/14,Dundee City,All Ages,"Rate per 1,000 Population",12.5
Census Week,2013/14,Dundee City,All Ages,Number of People,1855
Census Week,2013/14,Dundee City,All Ages,Number of Hours,17590
Census Week,2013/14,East Ayrshire,All Ages,"Rate per 1,000 Population",15.6
Census Week,2013/14,East Ayrshire,All Ages,Number of People,1915
Census Week,2013/14,East Ayrshire,All Ages,Number of Hours,18675
Census Week,2013/14,East Dunbartonshire,All Ages,"Rate per 1,000 Population",12.6
Census Week,2013/14,East Dunbartonshire,All Ages,Number of People,1330
Census Week,2013/14,East Dunbartonshire,All Ages,Number of Hours,21130
Census Week,2013/14,East Lothian,All Ages,"Rate per 1,000 Population",15.3
Census Week,2013/14,East Lothian,All Ages,Number of People,1550
Census Week,2013/14,East Lothian,All Ages,Number of Hours,21915
Census Week,2013/14,East Renfrewshire,All Ages,"Rate per 1,000 Population",10.8
Census Week,2013/14,East Renfrewshire,All Ages,Number of People,990
Census Week,2013/14,East Renfrewshire,All Ages,Number of Hours,7400
Census Week,2013/14,Falkirk,All Ages,"Rate per 1,000 Population",16
Census Week,2013/14,Falkirk,All Ages,Number of People,2510
Census Week,2013/14,Falkirk,All Ages,Number of Hours,22425
Census Week,2013/14,Fife,All Ages,"Rate per 1,000 Population",10.4
Census Week,2013/14,Fife,All Ages,Number of People,3825
Census Week,2013/14,Fife,All Ages,Number of Hours,53390
Census Week,2013/14,Glasgow City,All Ages,"Rate per 1,000 Population",9.6
Census Week,2013/14,Glasgow City,All Ages,Number of People,5720
Census Week,2013/14,Glasgow City,All Ages,Number of Hours,57850
Census Week,2013/14,Highland,All Ages,"Rate per 1,000 Population",8.8
Census Week,2013/14,Highland,All Ages,Number of People,2060
Census Week,2013/14,Highland,All Ages,Number of Hours,14175
Census Week,2013/14,Inverclyde,All Ages,"Rate per 1,000 Population",16.7
Census Week,2013/14,Inverclyde,All Ages,Number of People,1345
Census Week,2013/14,Inverclyde,All Ages,Number of Hours,12605
Census Week,2013/14,Midlothian,All Ages,"Rate per 1,000 Population",11.2
Census Week,2013/14,Midlothian,All Ages,Number of People,945
Census Week,2013/14,Midlothian,All Ages,Number of Hours,9875
Census Week,2013/14,Moray,All Ages,"Rate per 1,000 Population",13.4
Census Week,2013/14,Moray,All Ages,Number of People,1260
Census Week,2013/14,Moray,All Ages,Number of Hours,12525
Census Week,2013/14,North Ayrshire,All Ages,"Rate per 1,000 Population",14.2
Census Week,2013/14,North Ayrshire,All Ages,Number of People,1950
Census Week,2013/14,North Ayrshire,All Ages,Number of Hours,27045
Census Week,2013/14,North Lanarkshire,All Ages,"Rate per 1,000 Population",10
Census Week,2013/14,North Lanarkshire,All Ages,Number of People,3380
Census Week,2013/14,North Lanarkshire,All Ages,Number of Hours,29775
Census Week,2013/14,Orkney Islands,All Ages,"Rate per 1,000 Population",12.8
Census Week,2013/14,Orkney Islands,All Ages,Number of People,275
Census Week,2013/14,Orkney Islands,All Ages,Number of Hours,2560
Census Week,2013/14,Perth and Kinross,All Ages,"Rate per 1,000 Population",9.2
Census Week,2013/14,Perth and Kinross,All Ages,Number of People,1355
Census Week,2013/14,Perth and Kinross,All Ages,Number of Hours,10560
Census Week,2013/14,Renfrewshire,All Ages,"Rate per 1,000 Population",11.7
Census Week,2013/14,Renfrewshire,All Ages,Number of People,2035
Census Week,2013/14,Renfrewshire,All Ages,Number of Hours,30100
Census Week,2013/14,Scottish Borders,All Ages,"Rate per 1,000 Population",12
Census Week,2013/14,Scottish Borders,All Ages,Number of People,1370
Census Week,2013/14,Scottish Borders,All Ages,Number of Hours,9195
Census Week,2013/14,Shetland,All Ages,"Rate per 1,000 Population",15.9
Census Week,2013/14,Shetland,All Ages,Number of People,370
Census Week,2013/14,Shetland,All Ages,Number of Hours,2310
Census Week,2013/14,South Ayrshire,All Ages,"Rate per 1,000 Population",16.3
Census Week,2013/14,South Ayrshire,All Ages,Number of People,1835
Census Week,2013/14,South Ayrshire,All Ages,Number of Hours,21835
Census Week,2013/14,South Lanarkshire,All Ages,"Rate per 1,000 Population",11.5
Census Week,2013/14,South Lanarkshire,All Ages,Number of People,3620
Census Week,2013/14,South Lanarkshire,All Ages,Number of Hours,43680
Census Week,2013/14,Stirling,All Ages,"Rate per 1,000 Population",13.6
Census Week,2013/14,Stirling,All Ages,Number of People,1245
Census Week,2013/14,Stirling,All Ages,Number of Hours,18610
Census Week,2013/14,West Dunbartonshire,All Ages,"Rate per 1,000 Population",17.1
Census Week,2013/14,West Dunbartonshire,All Ages,Number of People,1535
Census Week,2013/14,West Dunbartonshire,All Ages,Number of Hours,11725
Census Week,2013/14,West Lothian,All Ages,"Rate per 1,000 Population",11.8
Census Week,2013/14,West Lothian,All Ages,Number of People,2075
Census Week,2013/14,West Lothian,All Ages,Number of Hours,18515
Census Week,2014/15,Scotland (Estimated),All Ages,"Rate per 1,000 Population",11.5
Census Week,2014/15,Scotland (Estimated),All Ages,Number of People,61500
Census Week,2014/15,Scotland (Estimated),All Ages,Number of Hours,700335
Census Week,2014/15,Aberdeen City,All Ages,"Rate per 1,000 Population",7.6
Census Week,2014/15,Aberdeen City,All Ages,Number of People,1745
Census Week,2014/15,Aberdeen City,All Ages,Number of Hours,17920
Census Week,2014/15,Aberdeenshire,All Ages,"Rate per 1,000 Population",8
Census Week,2014/15,Aberdeenshire,All Ages,Number of People,2085
Census Week,2014/15,Aberdeenshire,All Ages,Number of Hours,17975
Census Week,2014/15,Angus,All Ages,"Rate per 1,000 Population",18.2
Census Week,2014/15,Angus,All Ages,Number of People,2120
Census Week,2014/15,Angus,All Ages,Number of Hours,17325
Census Week,2014/15,Argyll and Bute,All Ages,"Rate per 1,000 Population",13.5
Census Week,2014/15,Argyll and Bute,All Ages,Number of People,1180
Census Week,2014/15,Argyll and Bute,All Ages,Number of Hours,12200
Census Week,2014/15,City of Edinburgh,All Ages,"Rate per 1,000 Population",10
Census Week,2014/15,City of Edinburgh,All Ages,Number of People,4905
Census Week,2014/15,City of Edinburgh,All Ages,Number of Hours,72755
Census Week,2014/15,Clackmannanshire,All Ages,"Rate per 1,000 Population",12.4
Census Week,2014/15,Clackmannanshire,All Ages,Number of People,635
Census Week,2014/15,Clackmannanshire,All Ages,Number of Hours,7645
Census Week,2014/15,Comhairle nan Eilean Siar,All Ages,"Rate per 1,000 Population",17.6
Census Week,2014/15,Comhairle nan Eilean Siar,All Ages,Number of People,480
Census Week,2014/15,Comhairle nan Eilean Siar,All Ages,Number of Hours,4540
Census Week,2014/15,Dumfries and Galloway,All Ages,"Rate per 1,000 Population",15.3
Census Week,2014/15,Dumfries and Galloway,All Ages,Number of People,2295
Census Week,2014/15,Dumfries and Galloway,All Ages,Number of Hours,39180
