time_period,financial_quarter,sending_location,age_group,nclient,percentage,scotland_percentage
Financial Quarter,2020/21 Q1,City of Edinburgh,65-74 years,630,87.5,93.4
Financial Quarter,2020/21 Q1,City of Edinburgh,75-84 years,1005,89.7,95.5
Financial Quarter,2020/21 Q1,City of Edinburgh,85+ years,1530,91.9,95.9
Financial Quarter,2020/21 Q1,City of Edinburgh,Unknown,0,0,0
Financial Quarter,2020/21 Q1,Clackmannanshire,All Ages,780,91.2,92.5
Financial Quarter,2020/21 Q1,Clackmannanshire,0-17 years,0,0,76
Financial Quarter,2020/21 Q1,Clackmannanshire,18-64 years,135,64.3,80.3
Financial Quarter,2020/21 Q1,Clackmannanshire,65-74 years,125,96.2,93.4
Financial Quarter,2020/21 Q1,Clackmannanshire,75-84 years,250,100,95.5
Financial Quarter,2020/21 Q1,Clackmannanshire,85+ years,270,100,95.9
Financial Quarter,2020/21 Q1,Clackmannanshire,Unknown,0,0,0
Financial Quarter,2020/21 Q1,Comhairle nan Eilean Siar,All Ages,305,100,92.5
Financial Quarter,2020/21 Q1,Comhairle nan Eilean Siar,0-17 years,0,0,76
Financial Quarter,2020/21 Q1,Comhairle nan Eilean Siar,18-64 years,25,100,80.3
Financial Quarter,2020/21 Q1,Comhairle nan Eilean Siar,65-74 years,50,100,93.4
Financial Quarter,2020/21 Q1,Comhairle nan Eilean Siar,75-84 years,80,100,95.5
Financial Quarter,2020/21 Q1,Comhairle nan Eilean Siar,85+ years,150,100,95.9
Financial Quarter,2020/21 Q1,Comhairle nan Eilean Siar,Unknown,0,0,0
Financial Quarter,2020/21 Q1,Dumfries and Galloway,All Ages,2275,92.7,92.5
Financial Quarter,2020/21 Q1,Dumfries and Galloway,0-17 years,5,20,76
Financial Quarter,2020/21 Q1,Dumfries and Galloway,18-64 years,530,80.3,80.3
Financial Quarter,2020/21 Q1,Dumfries and Galloway,65-74 years,305,93.8,93.4
Financial Quarter,2020/21 Q1,Dumfries and Galloway,75-84 years,630,99.2,95.5
Financial Quarter,2020/21 Q1,Dumfries and Galloway,85+ years,805,99.4,95.9
Financial Quarter,2020/21 Q1,Dumfries and Galloway,Unknown,0,0,0
Financial Quarter,2020/21 Q1,Dundee City,All Ages,1785,92.2,92.5
Financial Quarter,2020/21 Q1,Dundee City,0-17 years,0,0,76
Financial Quarter,2020/21 Q1,Dundee City,18-64 years,220,81.5,80.3
Financial Quarter,2020/21 Q1,Dundee City,65-74 years,280,88.9,93.4
Financial Quarter,2020/21 Q1,Dundee City,75-84 years,570,95,95.5
Financial Quarter,2020/21 Q1,Dundee City,85+ years,715,95.3,95.9
Financial Quarter,2020/21 Q1,Dundee City,Unknown,0,0,0
Financial Quarter,2020/21 Q1,East Ayrshire,All Ages,1620,87.3,92.5
Financial Quarter,2020/21 Q1,East Ayrshire,0-17 years,0,0,76
Financial Quarter,2020/21 Q1,East Ayrshire,18-64 years,185,63.8,80.3
Financial Quarter,2020/21 Q1,East Ayrshire,65-74 years,230,85.2,93.4
Financial Quarter,2020/21 Q1,East Ayrshire,75-84 years,595,90.2,95.5
Financial Quarter,2020/21 Q1,East Ayrshire,85+ years,610,96.1,95.9
Financial Quarter,2020/21 Q1,East Ayrshire,Unknown,0,0,0
Financial Quarter,2020/21 Q1,East Dunbartonshire,All Ages,1345,100,92.5
Financial Quarter,2020/21 Q1,East Dunbartonshire,0-17 years,20,100,76
Financial Quarter,2020/21 Q1,East Dunbartonshire,18-64 years,110,100,80.3
Financial Quarter,2020/21 Q1,East Dunbartonshire,65-74 years,145,100,93.4
Financial Quarter,2020/21 Q1,East Dunbartonshire,75-84 years,450,100,95.5
Financial Quarter,2020/21 Q1,East Dunbartonshire,85+ years,620,100,95.9
Financial Quarter,2020/21 Q1,East Dunbartonshire,Unknown,0,0,0
Financial Quarter,2020/21 Q1,East Lothian,All Ages,1245,85.3,92.5
Financial Quarter,2020/21 Q1,East Lothian,0-17 years,0,0,76
Financial Quarter,2020/21 Q1,East Lothian,18-64 years,190,50,80.3
Financial Quarter,2020/21 Q1,East Lothian,65-74 years,170,91.9,93.4
Financial Quarter,2020/21 Q1,East Lothian,75-84 years,390,98.7,95.5
Financial Quarter,2020/21 Q1,East Lothian,85+ years,495,100,95.9
Financial Quarter,2020/21 Q1,East Lothian,Unknown,0,0,0
Financial Quarter,2020/21 Q1,East Renfrewshire,All Ages,1130,92.6,92.5
Financial Quarter,2020/21 Q1,East Renfrewshire,0-17 years,0,0,76
Financial Quarter,2020/21 Q1,East Renfrewshire,18-64 years,75,57.7,80.3
Financial Quarter,2020/21 Q1,East Renfrewshire,65-74 years,140,93.3,93.4
Financial Quarter,2020/21 Q1,East Renfrewshire,75-84 years,340,97.1,95.5
Financial Quarter,2020/21 Q1,East Renfrewshire,85+ years,570,97.4,95.9
Financial Quarter,2020/21 Q1,East Renfrewshire,Unknown,0,0,0
Financial Quarter,2020/21 Q1,Falkirk,All Ages,2085,99.5,92.5
Financial Quarter,2020/21 Q1,Falkirk,0-17 years,15,100,76
Financial Quarter,2020/21 Q1,Falkirk,18-64 years,215,100,80.3
Financial Quarter,2020/21 Q1,Falkirk,65-74 years,310,98.4,93.4
Financial Quarter,2020/21 Q1,Falkirk,75-84 years,685,100,95.5
Financial Quarter,2020/21 Q1,Falkirk,85+ years,865,99.4,95.9
Financial Quarter,2020/21 Q1,Falkirk,Unknown,0,0,0
Financial Quarter,2020/21 Q1,Fife,All Ages,3575,100,92.5
Financial Quarter,2020/21 Q1,Fife,0-17 years,10,100,76
Financial Quarter,2020/21 Q1,Fife,18-64 years,1035,100,80.3
Financial Quarter,2020/21 Q1,Fife,65-74 years,505,100,93.4
Financial Quarter,2020/21 Q1,Fife,75-84 years,935,100,95.5
Financial Quarter,2020/21 Q1,Fife,85+ years,1090,100,95.9
Financial Quarter,2020/21 Q1,Fife,Unknown,0,0,0
Financial Quarter,2020/21 Q1,Glasgow City,All Ages,5470,88.7,92.5
Financial Quarter,2020/21 Q1,Glasgow City,0-17 years,10,100,76
Financial Quarter,2020/21 Q1,Glasgow City,18-64 years,610,100,80.3
Financial Quarter,2020/21 Q1,Glasgow City,65-74 years,920,91.1,93.4
Financial Quarter,2020/21 Q1,Glasgow City,75-84 years,1905,87.4,95.5
Financial Quarter,2020/21 Q1,Glasgow City,85+ years,2025,85.8,95.9
Financial Quarter,2020/21 Q1,Glasgow City,Unknown,0,0,0
Financial Quarter,2020/21 Q1,Highland,All Ages,2145,100,92.5
Financial Quarter,2020/21 Q1,Highland,0-17 years,0,NA,76
Financial Quarter,2020/21 Q1,Highland,18-64 years,205,100,80.3
Financial Quarter,2020/21 Q1,Highland,65-74 years,305,100,93.4
Financial Quarter,2020/21 Q1,Highland,75-84 years,665,100,95.5
Financial Quarter,2020/21 Q1,Highland,85+ years,965,100,95.9
Financial Quarter,2020/21 Q1,Highland,Unknown,0,0,0
Financial Quarter,2020/21 Q1,Inverclyde,All Ages,1235,100,92.5
Financial Quarter,2020/21 Q1,Inverclyde,0-17 years,0,NA,76
Financial Quarter,2020/21 Q1,Inverclyde,18-64 years,125,100,80.3
Financial Quarter,2020/21 Q1,Inverclyde,65-74 years,210,100,93.4
Financial Quarter,2020/21 Q1,Inverclyde,75-84 years,435,100,95.5
Financial Quarter,2020/21 Q1,Inverclyde,85+ years,465,100,95.9
Financial Quarter,2020/21 Q1,Inverclyde,Unknown,0,0,0
Financial Quarter,2020/21 Q1,Midlothian,All Ages,730,72.3,92.5
Financial Quarter,2020/21 Q1,Midlothian,0-17 years,0,0,76
Financial Quarter,2020/21 Q1,Midlothian,18-64 years,170,59.6,80.3
Financial Quarter,2020/21 Q1,Midlothian,65-74 years,105,63.6,93.4
Financial Quarter,2020/21 Q1,Midlothian,75-84 years,215,78.2,95.5
Financial Quarter,2020/21 Q1,Midlothian,85+ years,235,82.5,95.9
Financial Quarter,2020/21 Q1,Midlothian,Unknown,0,0,0
Financial Quarter,2020/21 Q1,Moray,All Ages,830,83,92.5
Financial Quarter,2020/21 Q1,Moray,0-17 years,0,0,76
Financial Quarter,2020/21 Q1,Moray,18-64 years,125,54.3,80.3
Financial Quarter,2020/21 Q1,Moray,65-74 years,110,84.6,93.4
Financial Quarter,2020/21 Q1,Moray,75-84 years,225,91.8,95.5
Financial Quarter,2020/21 Q1,Moray,85+ years,370,93.7,95.9
Financial Quarter,2020/21 Q1,Moray,Unknown,0,0,0
Financial Quarter,2020/21 Q1,North Ayrshire,All Ages,2675,94.4,92.5
Financial Quarter,2020/21 Q1,North Ayrshire,0-17 years,5,100,76
Financial Quarter,2020/21 Q1,North Ayrshire,18-64 years,435,74.4,80.3
Financial Quarter,2020/21 Q1,North Ayrshire,65-74 years,460,97.9,93.4
Financial Quarter,2020/21 Q1,North Ayrshire,75-84 years,885,100,95.5
Financial Quarter,2020/21 Q1,North Ayrshire,85+ years,890,100,95.9
Financial Quarter,2020/21 Q1,North Ayrshire,Unknown,0,0,0
Financial Quarter,2020/21 Q1,North Lanarkshire,All Ages,3515,99.6,92.5
Financial Quarter,2020/21 Q1,North Lanarkshire,0-17 years,0,0,76
Financial Quarter,2020/21 Q1,North Lanarkshire,18-64 years,350,97.2,80.3
Financial Quarter,2020/21 Q1,North Lanarkshire,65-74 years,605,99.2,93.4
Financial Quarter,2020/21 Q1,North Lanarkshire,75-84 years,1320,100,95.5
Financial Quarter,2020/21 Q1,North Lanarkshire,85+ years,1240,99.6,95.9
Financial Quarter,2020/21 Q1,North Lanarkshire,Unknown,0,0,0
Financial Quarter,2020/21 Q1,Orkney Islands,All Ages,195,100,92.5
Financial Quarter,2020/21 Q1,Orkney Islands,0-17 years,0,0,76
Financial Quarter,2020/21 Q1,Orkney Islands,18-64 years,15,100,80.3
Financial Quarter,2020/21 Q1,Orkney Islands,65-74 years,25,100,93.4
Financial Quarter,2020/21 Q1,Orkney Islands,75-84 years,55,100,95.5
Financial Quarter,2020/21 Q1,Orkney Islands,85+ years,100,100,95.9
Financial Quarter,2020/21 Q1,Orkney Islands,Unknown,0,0,0
Financial Quarter,2020/21 Q1,Perth and Kinross,All Ages,1825,97.9,92.5
Financial Quarter,2020/21 Q1,Perth and Kinross,0-17 years,0,0,76
Financial Quarter,2020/21 Q1,Perth and Kinross,18-64 years,240,87.3,80.3
Financial Quarter,2020/21 Q1,Perth and Kinross,65-74 years,250,100,93.4
Financial Quarter,2020/21 Q1,Perth and Kinross,75-84 years,525,100,95.5
Financial Quarter,2020/21 Q1,Perth and Kinross,85+ years,815,100,95.9
Financial Quarter,2020/21 Q1,Perth and Kinross,Unknown,0,0,0
Financial Quarter,2020/21 Q1,Renfrewshire,All Ages,2195,94.8,92.5
Financial Quarter,2020/21 Q1,Renfrewshire,0-17 years,5,100,76
Financial Quarter,2020/21 Q1,Renfrewshire,18-64 years,420,84,80.3
Financial Quarter,2020/21 Q1,Renfrewshire,65-74 years,320,94.1,93.4
Financial Quarter,2020/21 Q1,Renfrewshire,75-84 years,705,97.9,95.5
Financial Quarter,2020/21 Q1,Renfrewshire,85+ years,745,98.7,95.9
Financial Quarter,2020/21 Q1,Renfrewshire,Unknown,0,0,0
Financial Quarter,2020/21 Q1,Scottish Borders,All Ages,1020,67.8,92.5
Financial Quarter,2020/21 Q1,Scottish Borders,0-17 years,0,0,76
Financial Quarter,2020/21 Q1,Scottish Borders,18-64 years,95,61.3,80.3
Financial Quarter,2020/21 Q1,Scottish Borders,65-74 years,130,66.7,93.4
Financial Quarter,2020/21 Q1,Scottish Borders,75-84 years,310,67.4,95.5
Financial Quarter,2020/21 Q1,Scottish Borders,85+ years,490,70.5,95.9
Financial Quarter,2020/21 Q1,Scottish Borders,Unknown,0,0,0
Financial Quarter,2020/21 Q1,Shetland,All Ages,305,80.3,92.5
Financial Quarter,2020/21 Q1,Shetland,0-17 years,0,0,76
Financial Quarter,2020/21 Q1,Shetland,18-64 years,70,82.4,80.3
Financial Quarter,2020/21 Q1,Shetland,65-74 years,40,66.7,93.4
Financial Quarter,2020/21 Q1,Shetland,75-84 years,85,81,95.5
Financial Quarter,2020/21 Q1,Shetland,85+ years,105,80.8,95.9
Financial Quarter,2020/21 Q1,Shetland,Unknown,0,0,0
Financial Quarter,2020/21 Q1,South Ayrshire,All Ages,1815,100,92.5
Financial Quarter,2020/21 Q1,South Ayrshire,0-17 years,0,0,76
Financial Quarter,2020/21 Q1,South Ayrshire,18-64 years,400,100,80.3
Financial Quarter,2020/21 Q1,South Ayrshire,65-74 years,250,100,93.4
Financial Quarter,2020/21 Q1,South Ayrshire,75-84 years,520,100,95.5
Financial Quarter,2020/21 Q1,South Ayrshire,85+ years,650,100,95.9
Financial Quarter,2020/21 Q1,South Ayrshire,Unknown,0,0,0
Financial Quarter,2020/21 Q1,South Lanarkshire,All Ages,3975,96.1,92.5
Financial Quarter,2020/21 Q1,South Lanarkshire,0-17 years,20,80,76
Financial Quarter,2020/21 Q1,South Lanarkshire,18-64 years,495,79.8,80.3
Financial Quarter,2020/21 Q1,South Lanarkshire,65-74 years,565,97.4,93.4
Financial Quarter,2020/21 Q1,South Lanarkshire,75-84 years,1325,99.6,95.5
Financial Quarter,2020/21 Q1,South Lanarkshire,85+ years,1575,100,95.9
Financial Quarter,2020/21 Q1,South Lanarkshire,Unknown,0,0,0
Financial Quarter,2020/21 Q1,Stirling,All Ages,1140,86,92.5
Financial Quarter,2020/21 Q1,Stirling,0-17 years,0,0,76
Financial Quarter,2020/21 Q1,Stirling,18-64 years,230,59,80.3
Financial Quarter,2020/21 Q1,Stirling,65-74 years,135,90,93.4
Financial Quarter,2020/21 Q1,Stirling,75-84 years,350,100,95.5
Financial Quarter,2020/21 Q1,Stirling,85+ years,430,98.9,95.9
Financial Quarter,2020/21 Q1,Stirling,Unknown,0,0,0
Financial Quarter,2020/21 Q1,West Dunbartonshire,All Ages,1395,92.4,92.5
Financial Quarter,2020/21 Q1,West Dunbartonshire,0-17 years,0,0,76
Financial Quarter,2020/21 Q1,West Dunbartonshire,18-64 years,155,83.8,80.3
Financial Quarter,2020/21 Q1,West Dunbartonshire,65-74 years,260,89.7,93.4
Financial Quarter,2020/21 Q1,West Dunbartonshire,75-84 years,485,93.3,95.5
Financial Quarter,2020/21 Q1,West Dunbartonshire,85+ years,490,94.2,95.9
Financial Quarter,2020/21 Q1,West Dunbartonshire,Unknown,0,0,0
Financial Quarter,2020/21 Q1,West Lothian,All Ages,1910,95.7,92.5
Financial Quarter,2020/21 Q1,West Lothian,0-17 years,0,NA,76
Financial Quarter,2020/21 Q1,West Lothian,18-64 years,535,89.9,80.3
Financial Quarter,2020/21 Q1,West Lothian,65-74 years,320,97,93.4
Financial Quarter,2020/21 Q1,West Lothian,75-84 years,545,98.2,95.5
Financial Quarter,2020/21 Q1,West Lothian,85+ years,510,99,95.9
Financial Quarter,2020/21 Q1,West Lothian,Unknown,0,0,0
Financial Quarter,2020/21 Q2,Scotland (All Areas Submitted),All Ages,62510,93.2,93.2
Financial Quarter,2020/21 Q2,Scotland (All Areas Submitted),0-17 years,105,70,70
Financial Quarter,2020/21 Q2,Scotland (All Areas Submitted),18-64 years,10390,82.5,82.5
Financial Quarter,2020/21 Q2,Scotland (All Areas Submitted),65-74 years,9475,94.1,94.1
Financial Quarter,2020/21 Q2,Scotland (All Areas Submitted),75-84 years,19530,95.8,95.8
Financial Quarter,2020/21 Q2,Scotland (All Areas Submitted),85+ years,23010,96.3,96.3
Financial Quarter,2020/21 Q2,Scotland (All Areas Submitted),Unknown,0,0,0
Financial Quarter,2020/21 Q2,Aberdeen City,All Ages,2055,100,93.2
Financial Quarter,2020/21 Q2,Aberdeen City,0-17 years,5,100,70
Financial Quarter,2020/21 Q2,Aberdeen City,18-64 years,405,100,82.5
Financial Quarter,2020/21 Q2,Aberdeen City,65-74 years,310,100,94.1
Financial Quarter,2020/21 Q2,Aberdeen City,75-84 years,545,100,95.8
Financial Quarter,2020/21 Q2,Aberdeen City,85+ years,790,100,96.3
Financial Quarter,2020/21 Q2,Aberdeen City,Unknown,0,0,0
Financial Quarter,2020/21 Q2,Aberdeenshire,All Ages,2345,92.5,93.2
Financial Quarter,2020/21 Q2,Aberdeenshire,0-17 years,0,0,70
Financial Quarter,2020/21 Q2,Aberdeenshire,18-64 years,245,73.1,82.5
Financial Quarter,2020/21 Q2,Aberdeenshire,65-74 years,325,92.9,94.1
Financial Quarter,2020/21 Q2,Aberdeenshire,75-84 years,810,95.9,95.8
Financial Quarter,2020/21 Q2,Aberdeenshire,85+ years,970,96.5,96.3
Financial Quarter,2020/21 Q2,Aberdeenshire,Unknown,0,0,0
Financial Quarter,2020/21 Q2,Angus,All Ages,1390,92.1,93.2
Financial Quarter,2020/21 Q2,Angus,0-17 years,5,100,70
Financial Quarter,2020/21 Q2,Angus,18-64 years,255,81,82.5
Financial Quarter,2020/21 Q2,Angus,65-74 years,195,90.7,94.1
Financial Quarter,2020/21 Q2,Angus,75-84 years,415,95.4,95.8
Financial Quarter,2020/21 Q2,Angus,85+ years,520,95.4,96.3
Financial Quarter,2020/21 Q2,Angus,Unknown,0,0,0
Financial Quarter,2020/21 Q2,Argyll and Bute,All Ages,1505,92,93.2
Financial Quarter,2020/21 Q2,Argyll and Bute,0-17 years,0,NA,70
Financial Quarter,2020/21 Q2,Argyll and Bute,18-64 years,235,67.1,82.5
Financial Quarter,2020/21 Q2,Argyll and Bute,65-74 years,205,95.3,94.1
Financial Quarter,2020/21 Q2,Argyll and Bute,75-84 years,455,98.9,95.8
Financial Quarter,2020/21 Q2,Argyll and Bute,85+ years,610,99.2,96.3
Financial Quarter,2020/21 Q2,Argyll and Bute,Unknown,0,0,0
Financial Quarter,2020/21 Q2,City of Edinburgh,All Ages,4670,85.3,93.2
Financial Quarter,2020/21 Q2,City of Edinburgh,0-17 years,0,0,70
Financial Quarter,2020/21 Q2,City of Edinburgh,18-64 years,1210,68.8,82.5
Financial Quarter,2020/21 Q2,City of Edinburgh,65-74 years,680,90.1,94.1
Financial Quarter,2020/21 Q2,City of Edinburgh,75-84 years,1125,93.8,95.8
Financial Quarter,2020/21 Q2,City of Edinburgh,85+ years,1650,94.3,96.3
Financial Quarter,2020/21 Q2,City of Edinburgh,Unknown,0,0,0
Financial Quarter,2020/21 Q2,Clackmannanshire,All Ages,810,91,93.2
Financial Quarter,2020/21 Q2,Clackmannanshire,0-17 years,0,0,70
Financial Quarter,2020/21 Q2,Clackmannanshire,18-64 years,140,63.6,82.5
Financial Quarter,2020/21 Q2,Clackmannanshire,65-74 years,135,100,94.1
Financial Quarter,2020/21 Q2,Clackmannanshire,75-84 years,260,98.1,95.8
Financial Quarter,2020/21 Q2,Clackmannanshire,85+ years,270,98.2,96.3
Financial Quarter,2020/21 Q2,Clackmannanshire,Unknown,0,0,0
Financial Quarter,2020/21 Q2,Comhairle nan Eilean Siar,All Ages,335,100,93.2
Financial Quarter,2020/21 Q2,Comhairle nan Eilean Siar,0-17 years,0,0,70
Financial Quarter,2020/21 Q2,Comhairle nan Eilean Siar,18-64 years,30,100,82.5
Financial Quarter,2020/21 Q2,Comhairle nan Eilean Siar,65-74 years,55,100,94.1
Financial Quarter,2020/21 Q2,Comhairle nan Eilean Siar,75-84 years,95,100,95.8
Financial Quarter,2020/21 Q2,Comhairle nan Eilean Siar,85+ years,155,100,96.3
Financial Quarter,2020/21 Q2,Comhairle nan Eilean Siar,Unknown,0,0,0
Financial Quarter,2020/21 Q2,Dumfries and Galloway,All Ages,2295,92.5,93.2
Financial Quarter,2020/21 Q2,Dumfries and Galloway,0-17 years,5,16.7,70
Financial Quarter,2020/21 Q2,Dumfries and Galloway,18-64 years,555,81,82.5
Financial Quarter,2020/21 Q2,Dumfries and Galloway,65-74 years,335,94.4,94.1
Financial Quarter,2020/21 Q2,Dumfries and Galloway,75-84 years,625,99.2,95.8
Financial Quarter,2020/21 Q2,Dumfries and Galloway,85+ years,780,100,96.3
Financial Quarter,2020/21 Q2,Dumfries and Galloway,Unknown,0,0,0
Financial Quarter,2020/21 Q2,Dundee City,All Ages,1740,91.6,93.2
Financial Quarter,2020/21 Q2,Dundee City,0-17 years,0,0,70
Financial Quarter,2020/21 Q2,Dundee City,18-64 years,255,83.6,82.5
Financial Quarter,2020/21 Q2,Dundee City,65-74 years,280,87.5,94.1
Financial Quarter,2020/21 Q2,Dundee City,75-84 years,540,93.9,95.8
Financial Quarter,2020/21 Q2,Dundee City,85+ years,660,94.3,96.3
Financial Quarter,2020/21 Q2,Dundee City,Unknown,0,0,0
Financial Quarter,2020/21 Q2,East Ayrshire,All Ages,1650,85.5,93.2
Financial Quarter,2020/21 Q2,East Ayrshire,0-17 years,0,0,70
Financial Quarter,2020/21 Q2,East Ayrshire,18-64 years,200,60.6,82.5
Financial Quarter,2020/21 Q2,East Ayrshire,65-74 years,245,87.5,94.1
Financial Quarter,2020/21 Q2,East Ayrshire,75-84 years,605,87.7,95.8
Financial Quarter,2020/21 Q2,East Ayrshire,85+ years,600,95.2,96.3
Financial Quarter,2020/21 Q2,East Ayrshire,Unknown,0,0,0
Financial Quarter,2020/21 Q2,East Dunbartonshire,All Ages,1435,100,93.2
Financial Quarter,2020/21 Q2,East Dunbartonshire,0-17 years,25,100,70
Financial Quarter,2020/21 Q2,East Dunbartonshire,18-64 years,115,100,82.5
Financial Quarter,2020/21 Q2,East Dunbartonshire,65-74 years,165,100,94.1
Financial Quarter,2020/21 Q2,East Dunbartonshire,75-84 years,485,100,95.8
Financial Quarter,2020/21 Q2,East Dunbartonshire,85+ years,645,100,96.3
Financial Quarter,2020/21 Q2,East Dunbartonshire,Unknown,0,0,0
Financial Quarter,2020/21 Q2,East Lothian,All Ages,1235,84.6,93.2
Financial Quarter,2020/21 Q2,East Lothian,0-17 years,0,0,70
Financial Quarter,2020/21 Q2,East Lothian,18-64 years,195,49.4,82.5
Financial Quarter,2020/21 Q2,East Lothian,65-74 years,180,92.3,94.1
Financial Quarter,2020/21 Q2,East Lothian,75-84 years,380,98.7,95.8
Financial Quarter,2020/21 Q2,East Lothian,85+ years,480,100,96.3
Financial Quarter,2020/21 Q2,East Lothian,Unknown,0,0,0
Financial Quarter,2020/21 Q2,East Renfrewshire,All Ages,1230,92.8,93.2
Financial Quarter,2020/21 Q2,East Renfrewshire,0-17 years,0,0,70
Financial Quarter,2020/21 Q2,East Renfrewshire,18-64 years,90,62.1,82.5
Financial Quarter,2020/21 Q2,East Renfrewshire,65-74 years,150,90.9,94.1
Financial Quarter,2020/21 Q2,East Renfrewshire,75-84 years,375,97.4,95.8
Financial Quarter,2020/21 Q2,East Renfrewshire,85+ years,620,98.4,96.3
Financial Quarter,2020/21 Q2,East Renfrewshire,Unknown,0,0,0
Financial Quarter,2020/21 Q2,Falkirk,All Ages,2100,99.5,93.2
Financial Quarter,2020/21 Q2,Falkirk,0-17 years,15,100,70
Financial Quarter,2020/21 Q2,Falkirk,18-64 years,225,100,82.5
Financial Quarter,2020/21 Q2,Falkirk,65-74 years,330,100,94.1
Financial Quarter,2020/21 Q2,Falkirk,75-84 years,680,99.3,95.8
Financial Quarter,2020/21 Q2,Falkirk,85+ years,850,99.4,96.3
Financial Quarter,2020/21 Q2,Falkirk,Unknown,0,0,0
Financial Quarter,2020/21 Q2,Fife,All Ages,3705,100,93.2
Financial Quarter,2020/21 Q2,Fife,0-17 years,10,100,70
Financial Quarter,2020/21 Q2,Fife,18-64 years,1060,100,82.5
Financial Quarter,2020/21 Q2,Fife,65-74 years,530,100,94.1
Financial Quarter,2020/21 Q2,Fife,75-84 years,970,100,95.8
Financial Quarter,2020/21 Q2,Fife,85+ years,1135,100,96.3
Financial Quarter,2020/21 Q2,Fife,Unknown,0,0,0
Financial Quarter,2020/21 Q2,Glasgow City,All Ages,5965,91.6,93.2
Financial Quarter,2020/21 Q2,Glasgow City,0-17 years,10,100,70
Financial Quarter,2020/21 Q2,Glasgow City,18-64 years,695,100,82.5
Financial Quarter,2020/21 Q2,Glasgow City,65-74 years,1015,92.7,94.1
Financial Quarter,2020/21 Q2,Glasgow City,75-84 years,2110,90.9,95.8
Financial Quarter,2020/21 Q2,Glasgow City,85+ years,2140,89.4,96.3
Financial Quarter,2020/21 Q2,Glasgow City,Unknown,0,0,0
Financial Quarter,2020/21 Q2,Highland,All Ages,2210,100,93.2
Financial Quarter,2020/21 Q2,Highland,0-17 years,0,NA,70
Financial Quarter,2020/21 Q2,Highland,18-64 years,215,100,82.5
Financial Quarter,2020/21 Q2,Highland,65-74 years,325,100,94.1
Financial Quarter,2020/21 Q2,Highland,75-84 years,705,100,95.8
Financial Quarter,2020/21 Q2,Highland,85+ years,970,100,96.3
Financial Quarter,2020/21 Q2,Highland,Unknown,0,0,0
Financial Quarter,2020/21 Q2,Inverclyde,All Ages,1305,100,93.2
Financial Quarter,2020/21 Q2,Inverclyde,0-17 years,0,0,70
Financial Quarter,2020/21 Q2,Inverclyde,18-64 years,135,100,82.5
Financial Quarter,2020/21 Q2,Inverclyde,65-74 years,225,100,94.1
Financial Quarter,2020/21 Q2,Inverclyde,75-84 years,475,100,95.8
