time_period,financial_quarter,sending_location,age_group,measure,value,scotland_value
Financial Quarter,2017/18 Q4,Falkirk,18-64 years,Number of Hours,144600,3070630
Financial Quarter,2017/18 Q4,Falkirk,65-74 years,"Rate per 1,000 Population",24.7,20.2
Financial Quarter,2017/18 Q4,Falkirk,65-74 years,Number of People,415,11395
Financial Quarter,2017/18 Q4,Falkirk,65-74 years,Number of Hours,42705,1127500
Financial Quarter,2017/18 Q4,Falkirk,75-84 years,"Rate per 1,000 Population",83.2,64.7
Financial Quarter,2017/18 Q4,Falkirk,75-84 years,Number of People,790,21100
Financial Quarter,2017/18 Q4,Falkirk,75-84 years,Number of Hours,66105,1752045
Financial Quarter,2017/18 Q4,Falkirk,85+ years,"Rate per 1,000 Population",240.2,181.1
Financial Quarter,2017/18 Q4,Falkirk,85+ years,Number of People,770,22065
Financial Quarter,2017/18 Q4,Falkirk,85+ years,Number of Hours,61055,1933935
Financial Quarter,2017/18 Q4,Falkirk,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2017/18 Q4,Falkirk,Unknown,Number of People,0,0
Financial Quarter,2017/18 Q4,Falkirk,Unknown,Number of Hours,0,0
Financial Quarter,2017/18 Q4,Fife,All Ages,"Rate per 1,000 Population",10.6,12.5
Financial Quarter,2017/18 Q4,Fife,All Ages,Number of People,3950,67975
Financial Quarter,2017/18 Q4,Fife,All Ages,Number of Hours,723675,8347595
Financial Quarter,2017/18 Q4,Fife,0-17 years,"Rate per 1,000 Population",0.3,2.5
Financial Quarter,2017/18 Q4,Fife,0-17 years,Number of People,20,2560
Financial Quarter,2017/18 Q4,Fife,0-17 years,Number of Hours,4560,77010
Financial Quarter,2017/18 Q4,Fife,18-64 years,"Rate per 1,000 Population",4.5,4
Financial Quarter,2017/18 Q4,Fife,18-64 years,Number of People,1020,13585
Financial Quarter,2017/18 Q4,Fife,18-64 years,Number of Hours,366615,3070630
Financial Quarter,2017/18 Q4,Fife,65-74 years,"Rate per 1,000 Population",14.7,20.2
Financial Quarter,2017/18 Q4,Fife,65-74 years,Number of People,625,11395
Financial Quarter,2017/18 Q4,Fife,65-74 years,Number of Hours,92855,1127500
Financial Quarter,2017/18 Q4,Fife,75-84 years,"Rate per 1,000 Population",45.5,64.7
Financial Quarter,2017/18 Q4,Fife,75-84 years,Number of People,1070,21100
Financial Quarter,2017/18 Q4,Fife,75-84 years,Number of Hours,128165,1752045
Financial Quarter,2017/18 Q4,Fife,85+ years,"Rate per 1,000 Population",141.5,181.1
Financial Quarter,2017/18 Q4,Fife,85+ years,Number of People,1215,22065
Financial Quarter,2017/18 Q4,Fife,85+ years,Number of Hours,131480,1933935
Financial Quarter,2017/18 Q4,Fife,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2017/18 Q4,Fife,Unknown,Number of People,0,0
Financial Quarter,2017/18 Q4,Fife,Unknown,Number of Hours,0,0
Financial Quarter,2017/18 Q4,Glasgow City,All Ages,"Rate per 1,000 Population",10.7,12.5
Financial Quarter,2017/18 Q4,Glasgow City,All Ages,Number of People,6665,67975
Financial Quarter,2017/18 Q4,Glasgow City,All Ages,Number of Hours,585810,8347595
Financial Quarter,2017/18 Q4,Highland,All Ages,"Rate per 1,000 Population",9.2,12.5
Financial Quarter,2017/18 Q4,Highland,All Ages,Number of People,2170,67975
Financial Quarter,2017/18 Q4,Highland,All Ages,Number of Hours,202950,8347595
Financial Quarter,2017/18 Q4,Highland,0-17 years,"Rate per 1,000 Population",0,2.5
Financial Quarter,2017/18 Q4,Highland,0-17 years,Number of People,0,2560
Financial Quarter,2017/18 Q4,Highland,0-17 years,Number of Hours,0,77010
Financial Quarter,2017/18 Q4,Highland,18-64 years,"Rate per 1,000 Population",1.7,4
Financial Quarter,2017/18 Q4,Highland,18-64 years,Number of People,240,13585
Financial Quarter,2017/18 Q4,Highland,18-64 years,Number of Hours,23985,3070630
Financial Quarter,2017/18 Q4,Highland,65-74 years,"Rate per 1,000 Population",11,20.2
Financial Quarter,2017/18 Q4,Highland,65-74 years,Number of People,320,11395
Financial Quarter,2017/18 Q4,Highland,65-74 years,Number of Hours,30855,1127500
Financial Quarter,2017/18 Q4,Highland,75-84 years,"Rate per 1,000 Population",45.9,64.7
Financial Quarter,2017/18 Q4,Highland,75-84 years,Number of People,735,21100
Financial Quarter,2017/18 Q4,Highland,75-84 years,Number of Hours,64765,1752045
Financial Quarter,2017/18 Q4,Highland,85+ years,"Rate per 1,000 Population",147.2,181.1
Financial Quarter,2017/18 Q4,Highland,85+ years,Number of People,880,22065
Financial Quarter,2017/18 Q4,Highland,85+ years,Number of Hours,83340,1933935
Financial Quarter,2017/18 Q4,Highland,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2017/18 Q4,Highland,Unknown,Number of People,0,0
Financial Quarter,2017/18 Q4,Highland,Unknown,Number of Hours,0,0
Financial Quarter,2017/18 Q4,Inverclyde,All Ages,"Rate per 1,000 Population",17.9,12.5
Financial Quarter,2017/18 Q4,Inverclyde,All Ages,Number of People,1410,67975
Financial Quarter,2017/18 Q4,Inverclyde,All Ages,Number of Hours,110695,8347595
Financial Quarter,2017/18 Q4,Inverclyde,0-17 years,"Rate per 1,000 Population",0,2.5
Financial Quarter,2017/18 Q4,Inverclyde,0-17 years,Number of People,0,2560
Financial Quarter,2017/18 Q4,Inverclyde,0-17 years,Number of Hours,0,77010
Financial Quarter,2017/18 Q4,Inverclyde,18-64 years,"Rate per 1,000 Population",3.1,4
Financial Quarter,2017/18 Q4,Inverclyde,18-64 years,Number of People,150,13585
Financial Quarter,2017/18 Q4,Inverclyde,18-64 years,Number of Hours,15850,3070630
Financial Quarter,2017/18 Q4,Inverclyde,65-74 years,"Rate per 1,000 Population",27.8,20.2
Financial Quarter,2017/18 Q4,Inverclyde,65-74 years,Number of People,250,11395
Financial Quarter,2017/18 Q4,Inverclyde,65-74 years,Number of Hours,19245,1127500
Financial Quarter,2017/18 Q4,Inverclyde,75-84 years,"Rate per 1,000 Population",105.3,64.7
Financial Quarter,2017/18 Q4,Inverclyde,75-84 years,Number of People,550,21100
Financial Quarter,2017/18 Q4,Inverclyde,75-84 years,Number of Hours,40560,1752045
Financial Quarter,2017/18 Q4,Inverclyde,85+ years,"Rate per 1,000 Population",219.9,181.1
Financial Quarter,2017/18 Q4,Inverclyde,85+ years,Number of People,455,22065
Financial Quarter,2017/18 Q4,Inverclyde,85+ years,Number of Hours,35035,1933935
Financial Quarter,2017/18 Q4,Inverclyde,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2017/18 Q4,Inverclyde,Unknown,Number of People,0,0
Financial Quarter,2017/18 Q4,Inverclyde,Unknown,Number of Hours,0,0
Financial Quarter,2017/18 Q4,Midlothian,All Ages,"Rate per 1,000 Population",12.4,12.5
Financial Quarter,2017/18 Q4,Midlothian,All Ages,Number of People,1115,67975
Financial Quarter,2017/18 Q4,Midlothian,0-17 years,"Rate per 1,000 Population",0.5,2.5
Financial Quarter,2017/18 Q4,Midlothian,0-17 years,Number of People,10,2560
Financial Quarter,2017/18 Q4,Midlothian,18-64 years,"Rate per 1,000 Population",5.2,4
Financial Quarter,2017/18 Q4,Midlothian,18-64 years,Number of People,280,13585
Financial Quarter,2017/18 Q4,Midlothian,65-74 years,"Rate per 1,000 Population",17.9,20.2
Financial Quarter,2017/18 Q4,Midlothian,65-74 years,Number of People,175,11395
Financial Quarter,2017/18 Q4,Midlothian,75-84 years,"Rate per 1,000 Population",66.3,64.7
Financial Quarter,2017/18 Q4,Midlothian,75-84 years,Number of People,340,21100
Financial Quarter,2017/18 Q4,Midlothian,85+ years,"Rate per 1,000 Population",175.3,181.1
Financial Quarter,2017/18 Q4,Midlothian,85+ years,Number of People,310,22065
Financial Quarter,2017/18 Q4,Midlothian,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2017/18 Q4,Midlothian,Unknown,Number of People,0,0
Financial Quarter,2017/18 Q4,Moray,All Ages,"Rate per 1,000 Population",13.8,12.5
Financial Quarter,2017/18 Q4,Moray,All Ages,Number of People,1320,67975
Financial Quarter,2017/18 Q4,Moray,0-17 years,"Rate per 1,000 Population",0.5,2.5
Financial Quarter,2017/18 Q4,Moray,0-17 years,Number of People,10,2560
Financial Quarter,2017/18 Q4,Moray,18-64 years,"Rate per 1,000 Population",4.9,4
Financial Quarter,2017/18 Q4,Moray,18-64 years,Number of People,280,13585
Financial Quarter,2017/18 Q4,Moray,65-74 years,"Rate per 1,000 Population",17.5,20.2
Financial Quarter,2017/18 Q4,Moray,65-74 years,Number of People,195,11395
Financial Quarter,2017/18 Q4,Moray,75-84 years,"Rate per 1,000 Population",61.3,64.7
Financial Quarter,2017/18 Q4,Moray,75-84 years,Number of People,400,21100
Financial Quarter,2017/18 Q4,Moray,85+ years,"Rate per 1,000 Population",180.5,181.1
Financial Quarter,2017/18 Q4,Moray,85+ years,Number of People,435,22065
Financial Quarter,2017/18 Q4,Moray,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2017/18 Q4,Moray,Unknown,Number of People,0,0
Financial Quarter,2017/18 Q4,North Ayrshire,All Ages,"Rate per 1,000 Population",17.3,12.5
Financial Quarter,2017/18 Q4,North Ayrshire,All Ages,Number of People,2350,67975
Financial Quarter,2017/18 Q4,North Lanarkshire,All Ages,"Rate per 1,000 Population",12,12.5
Financial Quarter,2017/18 Q4,North Lanarkshire,All Ages,Number of People,4095,67975
Financial Quarter,2017/18 Q4,North Lanarkshire,All Ages,Number of Hours,383565,8347595
Financial Quarter,2017/18 Q4,North Lanarkshire,0-17 years,"Rate per 1,000 Population",0.3,2.5
Financial Quarter,2017/18 Q4,North Lanarkshire,0-17 years,Number of People,20,2560
Financial Quarter,2017/18 Q4,North Lanarkshire,0-17 years,Number of Hours,725,77010
Financial Quarter,2017/18 Q4,North Lanarkshire,18-64 years,"Rate per 1,000 Population",2.1,4
Financial Quarter,2017/18 Q4,North Lanarkshire,18-64 years,Number of People,440,13585
Financial Quarter,2017/18 Q4,North Lanarkshire,18-64 years,Number of Hours,38460,3070630
Financial Quarter,2017/18 Q4,North Lanarkshire,65-74 years,"Rate per 1,000 Population",23.5,20.2
Financial Quarter,2017/18 Q4,North Lanarkshire,65-74 years,Number of People,775,11395
Financial Quarter,2017/18 Q4,North Lanarkshire,65-74 years,Number of Hours,68640,1127500
Financial Quarter,2017/18 Q4,North Lanarkshire,75-84 years,"Rate per 1,000 Population",85.9,64.7
Financial Quarter,2017/18 Q4,North Lanarkshire,75-84 years,Number of People,1595,21100
Financial Quarter,2017/18 Q4,North Lanarkshire,75-84 years,Number of Hours,144680,1752045
Financial Quarter,2017/18 Q4,North Lanarkshire,85+ years,"Rate per 1,000 Population",224.5,181.1
Financial Quarter,2017/18 Q4,North Lanarkshire,85+ years,Number of People,1270,22065
Financial Quarter,2017/18 Q4,North Lanarkshire,85+ years,Number of Hours,131065,1933935
Financial Quarter,2017/18 Q4,North Lanarkshire,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2017/18 Q4,North Lanarkshire,Unknown,Number of People,0,0
Financial Quarter,2017/18 Q4,North Lanarkshire,Unknown,Number of Hours,0,0
Financial Quarter,2017/18 Q4,Orkney Islands,All Ages,"Rate per 1,000 Population",10,12.5
Financial Quarter,2017/18 Q4,Orkney Islands,All Ages,Number of People,220,67975
Financial Quarter,2017/18 Q4,Orkney Islands,All Ages,Number of Hours,20400,8347595
Financial Quarter,2017/18 Q4,Orkney Islands,0-17 years,"Rate per 1,000 Population",0,2.5
Financial Quarter,2017/18 Q4,Orkney Islands,0-17 years,Number of People,0,2560
Financial Quarter,2017/18 Q4,Orkney Islands,0-17 years,Number of Hours,0,77010
Financial Quarter,2017/18 Q4,Orkney Islands,18-64 years,"Rate per 1,000 Population",1.9,4
Financial Quarter,2017/18 Q4,Orkney Islands,18-64 years,Number of People,25,13585
Financial Quarter,2017/18 Q4,Orkney Islands,18-64 years,Number of Hours,2825,3070630
Financial Quarter,2017/18 Q4,Orkney Islands,65-74 years,"Rate per 1,000 Population",10.6,20.2
Financial Quarter,2017/18 Q4,Orkney Islands,65-74 years,Number of People,30,11395
Financial Quarter,2017/18 Q4,Orkney Islands,65-74 years,Number of Hours,3360,1127500
Financial Quarter,2017/18 Q4,Orkney Islands,75-84 years,"Rate per 1,000 Population",47.7,64.7
Financial Quarter,2017/18 Q4,Orkney Islands,75-84 years,Number of People,80,21100
Financial Quarter,2017/18 Q4,Orkney Islands,75-84 years,Number of Hours,5310,1752045
Financial Quarter,2017/18 Q4,Orkney Islands,85+ years,"Rate per 1,000 Population",159,181.1
Financial Quarter,2017/18 Q4,Orkney Islands,85+ years,Number of People,90,22065
Financial Quarter,2017/18 Q4,Orkney Islands,85+ years,Number of Hours,8910,1933935
Financial Quarter,2017/18 Q4,Orkney Islands,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2017/18 Q4,Orkney Islands,Unknown,Number of People,0,0
Financial Quarter,2017/18 Q4,Orkney Islands,Unknown,Number of Hours,0,0
Financial Quarter,2017/18 Q4,Perth and Kinross,All Ages,"Rate per 1,000 Population",13.9,12.5
Financial Quarter,2017/18 Q4,Perth and Kinross,All Ages,Number of People,2100,67975
Financial Quarter,2017/18 Q4,Perth and Kinross,All Ages,Number of Hours,350355,8347595
Financial Quarter,2017/18 Q4,Perth and Kinross,0-17 years,"Rate per 1,000 Population",0.2,2.5
Financial Quarter,2017/18 Q4,Perth and Kinross,0-17 years,Number of People,5,2560
Financial Quarter,2017/18 Q4,Perth and Kinross,0-17 years,Number of Hours,910,77010
Financial Quarter,2017/18 Q4,Perth and Kinross,18-64 years,"Rate per 1,000 Population",5,4
Financial Quarter,2017/18 Q4,Perth and Kinross,18-64 years,Number of People,440,13585
Financial Quarter,2017/18 Q4,Perth and Kinross,18-64 years,Number of Hours,186710,3070630
Financial Quarter,2017/18 Q4,Perth and Kinross,65-74 years,"Rate per 1,000 Population",13.7,20.2
Financial Quarter,2017/18 Q4,Perth and Kinross,65-74 years,Number of People,255,11395
Financial Quarter,2017/18 Q4,Perth and Kinross,65-74 years,Number of Hours,33060,1127500
Financial Quarter,2017/18 Q4,Perth and Kinross,75-84 years,"Rate per 1,000 Population",54.4,64.7
Financial Quarter,2017/18 Q4,Perth and Kinross,75-84 years,Number of People,610,21100
Financial Quarter,2017/18 Q4,Perth and Kinross,75-84 years,Number of Hours,55980,1752045
Financial Quarter,2017/18 Q4,Perth and Kinross,85+ years,"Rate per 1,000 Population",167.4,181.1
Financial Quarter,2017/18 Q4,Perth and Kinross,85+ years,Number of People,790,22065
Financial Quarter,2017/18 Q4,Perth and Kinross,85+ years,Number of Hours,73695,1933935
Financial Quarter,2017/18 Q4,Perth and Kinross,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2017/18 Q4,Perth and Kinross,Unknown,Number of People,0,0
Financial Quarter,2017/18 Q4,Perth and Kinross,Unknown,Number of Hours,0,0
Financial Quarter,2017/18 Q4,Renfrewshire,All Ages,"Rate per 1,000 Population",14.2,12.5
Financial Quarter,2017/18 Q4,Renfrewshire,All Ages,Number of People,2505,67975
Financial Quarter,2017/18 Q4,Renfrewshire,All Ages,Number of Hours,428920,8347595
Financial Quarter,2017/18 Q4,Renfrewshire,0-17 years,"Rate per 1,000 Population",0.3,2.5
Financial Quarter,2017/18 Q4,Renfrewshire,0-17 years,Number of People,10,2560
Financial Quarter,2017/18 Q4,Renfrewshire,0-17 years,Number of Hours,1210,77010
Financial Quarter,2017/18 Q4,Renfrewshire,18-64 years,"Rate per 1,000 Population",5,4
Financial Quarter,2017/18 Q4,Renfrewshire,18-64 years,Number of People,545,13585
Financial Quarter,2017/18 Q4,Renfrewshire,18-64 years,Number of Hours,240205,3070630
Financial Quarter,2017/18 Q4,Renfrewshire,65-74 years,"Rate per 1,000 Population",24.4,20.2
Financial Quarter,2017/18 Q4,Renfrewshire,65-74 years,Number of People,445,11395
Financial Quarter,2017/18 Q4,Renfrewshire,65-74 years,Number of Hours,61250,1127500
Financial Quarter,2017/18 Q4,Renfrewshire,75-84 years,"Rate per 1,000 Population",75.3,64.7
Financial Quarter,2017/18 Q4,Renfrewshire,75-84 years,Number of People,815,21100
Financial Quarter,2017/18 Q4,Renfrewshire,75-84 years,Number of Hours,67770,1752045
Financial Quarter,2017/18 Q4,Renfrewshire,85+ years,"Rate per 1,000 Population",178.8,181.1
Financial Quarter,2017/18 Q4,Renfrewshire,85+ years,Number of People,690,22065
Financial Quarter,2017/18 Q4,Renfrewshire,85+ years,Number of Hours,58480,1933935
Financial Quarter,2017/18 Q4,Renfrewshire,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2017/18 Q4,Renfrewshire,Unknown,Number of People,0,0
Financial Quarter,2017/18 Q4,Renfrewshire,Unknown,Number of Hours,0,0
Financial Quarter,2017/18 Q4,Scottish Borders,All Ages,"Rate per 1,000 Population",11.4,12.5
Financial Quarter,2017/18 Q4,Scottish Borders,All Ages,Number of People,1310,67975
Financial Quarter,2017/18 Q4,Scottish Borders,All Ages,Number of Hours,95070,8347595
Financial Quarter,2017/18 Q4,Scottish Borders,0-17 years,"Rate per 1,000 Population",0,2.5
Financial Quarter,2017/18 Q4,Scottish Borders,0-17 years,Number of People,0,2560
Financial Quarter,2017/18 Q4,Scottish Borders,0-17 years,Number of Hours,0,77010
Financial Quarter,2017/18 Q4,Scottish Borders,18-64 years,"Rate per 1,000 Population",1.8,4
Financial Quarter,2017/18 Q4,Scottish Borders,18-64 years,Number of People,120,13585
Financial Quarter,2017/18 Q4,Scottish Borders,18-64 years,Number of Hours,12645,3070630
Financial Quarter,2017/18 Q4,Scottish Borders,65-74 years,"Rate per 1,000 Population",11.1,20.2
Financial Quarter,2017/18 Q4,Scottish Borders,65-74 years,Number of People,175,11395
Financial Quarter,2017/18 Q4,Scottish Borders,65-74 years,Number of Hours,12590,1127500
Financial Quarter,2017/18 Q4,Scottish Borders,75-84 years,"Rate per 1,000 Population",48.3,64.7
Financial Quarter,2017/18 Q4,Scottish Borders,75-84 years,Number of People,425,21100
Financial Quarter,2017/18 Q4,Scottish Borders,75-84 years,Number of Hours,28060,1752045
Financial Quarter,2017/18 Q4,Scottish Borders,85+ years,"Rate per 1,000 Population",183.6,181.1
Financial Quarter,2017/18 Q4,Scottish Borders,85+ years,Number of People,585,22065
Financial Quarter,2017/18 Q4,Scottish Borders,85+ years,Number of Hours,41775,1933935
Financial Quarter,2017/18 Q4,Scottish Borders,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2017/18 Q4,Scottish Borders,Unknown,Number of People,0,0
Financial Quarter,2017/18 Q4,Scottish Borders,Unknown,Number of Hours,0,0
Financial Quarter,2017/18 Q4,Shetland,All Ages,"Rate per 1,000 Population",16.2,12.5
Financial Quarter,2017/18 Q4,Shetland,All Ages,Number of People,375,67975
Financial Quarter,2017/18 Q4,Shetland,All Ages,Number of Hours,33005,8347595
Financial Quarter,2017/18 Q4,Shetland,0-17 years,"Rate per 1,000 Population",0,2.5
Financial Quarter,2017/18 Q4,Shetland,0-17 years,Number of People,0,2560
Financial Quarter,2017/18 Q4,Shetland,0-17 years,Number of Hours,0,77010
Financial Quarter,2017/18 Q4,Shetland,18-64 years,"Rate per 1,000 Population",5.1,4
Financial Quarter,2017/18 Q4,Shetland,18-64 years,Number of People,70,13585
Financial Quarter,2017/18 Q4,Shetland,18-64 years,Number of Hours,9960,3070630
Financial Quarter,2017/18 Q4,Shetland,65-74 years,"Rate per 1,000 Population",23.1,20.2
Financial Quarter,2017/18 Q4,Shetland,65-74 years,Number of People,60,11395
Financial Quarter,2017/18 Q4,Shetland,65-74 years,Number of Hours,5045,1127500
Financial Quarter,2017/18 Q4,Shetland,75-84 years,"Rate per 1,000 Population",88.6,64.7
Financial Quarter,2017/18 Q4,Shetland,75-84 years,Number of People,125,21100
Financial Quarter,2017/18 Q4,Shetland,75-84 years,Number of Hours,7925,1752045
Financial Quarter,2017/18 Q4,Shetland,85+ years,"Rate per 1,000 Population",253.2,181.1
Financial Quarter,2017/18 Q4,Shetland,85+ years,Number of People,120,22065
Financial Quarter,2017/18 Q4,Shetland,85+ years,Number of Hours,10075,1933935
