financial_year,sending_location,age_group,sds_option,nclients,percentage
2020/21,Highland,75-84 years,Option 2 Only,30,1
2020/21,Highland,85+ years,Option 2 Only,50,2
2020/21,Highland,Unknown,Option 2 Only,0,NA
2020/21,Highland,All Ages,Option 3 Only,7430,91
2020/21,Highland,0-17 years,Option 3 Only,50,100
2020/21,Highland,18-64 years,Option 3 Only,1045,72
2020/21,Highland,65-74 years,Option 3 Only,955,94
2020/21,Highland,75-84 years,Option 3 Only,2225,96
2020/21,Highland,85+ years,Option 3 Only,3155,96
2020/21,Highland,Unknown,Option 3 Only,0,NA
2020/21,Highland,All Ages,Option 4 Only,25,0
2020/21,Highland,0-17 years,Option 4 Only,0,0
2020/21,Highland,18-64 years,Option 4 Only,15,1
2020/21,Highland,65-74 years,Option 4 Only,0,0
2020/21,Highland,75-84 years,Option 4 Only,5,0
2020/21,Highland,85+ years,Option 4 Only,5,0
2020/21,Highland,Unknown,Option 4 Only,0,NA
2017/18,Inverclyde,All Ages,Option 1 Only,45,2
2017/18,Inverclyde,0-17 years,Option 1 Only,5,14
2017/18,Inverclyde,18-64 years,Option 1 Only,20,4
2017/18,Inverclyde,65-74 years,Option 1 Only,5,1
2017/18,Inverclyde,75-84 years,Option 1 Only,5,1
2017/18,Inverclyde,85+ years,Option 1 Only,10,1
2017/18,Inverclyde,Unknown,Option 1 Only,0,NA
2017/18,Inverclyde,All Ages,Option 2 Only,100,4
2017/18,Inverclyde,0-17 years,Option 2 Only,0,0
2017/18,Inverclyde,18-64 years,Option 2 Only,30,5
2017/18,Inverclyde,65-74 years,Option 2 Only,10,2
2017/18,Inverclyde,75-84 years,Option 2 Only,30,4
2017/18,Inverclyde,85+ years,Option 2 Only,25,3
2017/18,Inverclyde,Unknown,Option 2 Only,0,NA
2017/18,Inverclyde,All Ages,Option 3 Only,2290,91
2017/18,Inverclyde,0-17 years,Option 3 Only,25,71
2017/18,Inverclyde,18-64 years,Option 3 Only,495,87
2017/18,Inverclyde,65-74 years,Option 3 Only,390,94
2017/18,Inverclyde,75-84 years,Option 3 Only,720,93
2017/18,Inverclyde,85+ years,Option 3 Only,660,92
2017/18,Inverclyde,Unknown,Option 3 Only,0,NA
2017/18,Inverclyde,All Ages,Option 4 Only,80,3
2017/18,Inverclyde,0-17 years,Option 4 Only,5,14
2017/18,Inverclyde,18-64 years,Option 4 Only,25,4
2017/18,Inverclyde,65-74 years,Option 4 Only,10,2
2017/18,Inverclyde,75-84 years,Option 4 Only,20,3
2017/18,Inverclyde,85+ years,Option 4 Only,25,3
2017/18,Inverclyde,Unknown,Option 4 Only,0,NA
2018/19,Inverclyde,All Ages,Option 1 Only,55,2
2018/19,Inverclyde,0-17 years,Option 1 Only,10,29
2018/19,Inverclyde,18-64 years,Option 1 Only,30,5
2018/19,Inverclyde,65-74 years,Option 1 Only,5,1
2018/19,Inverclyde,75-84 years,Option 1 Only,5,1
2018/19,Inverclyde,85+ years,Option 1 Only,5,1
2018/19,Inverclyde,Unknown,Option 1 Only,0,NA
2018/19,Inverclyde,All Ages,Option 2 Only,80,3
2018/19,Inverclyde,0-17 years,Option 2 Only,0,0
2018/19,Inverclyde,18-64 years,Option 2 Only,40,7
2018/19,Inverclyde,65-74 years,Option 2 Only,10,2
2018/19,Inverclyde,75-84 years,Option 2 Only,20,3
2018/19,Inverclyde,85+ years,Option 2 Only,15,2
2018/19,Inverclyde,Unknown,Option 2 Only,0,NA
2018/19,Inverclyde,All Ages,Option 3 Only,2295,92
2018/19,Inverclyde,0-17 years,Option 3 Only,25,71
2018/19,Inverclyde,18-64 years,Option 3 Only,495,86
2018/19,Inverclyde,65-74 years,Option 3 Only,380,94
2018/19,Inverclyde,75-84 years,Option 3 Only,730,95
2018/19,Inverclyde,85+ years,Option 3 Only,665,93
2018/19,Inverclyde,Unknown,Option 3 Only,0,NA
2018/19,Inverclyde,All Ages,Option 4 Only,60,2
2018/19,Inverclyde,0-17 years,Option 4 Only,0,0
2018/19,Inverclyde,18-64 years,Option 4 Only,10,2
2018/19,Inverclyde,65-74 years,Option 4 Only,10,2
2018/19,Inverclyde,75-84 years,Option 4 Only,15,2
2018/19,Inverclyde,85+ years,Option 4 Only,30,4
2018/19,Inverclyde,Unknown,Option 4 Only,0,NA
2019/20,Inverclyde,All Ages,Option 1 Only,50,2
2019/20,Inverclyde,0-17 years,Option 1 Only,10,33
2019/20,Inverclyde,18-64 years,Option 1 Only,25,4
2019/20,Inverclyde,65-74 years,Option 1 Only,5,1
2019/20,Inverclyde,75-84 years,Option 1 Only,5,1
2019/20,Inverclyde,85+ years,Option 1 Only,5,1
2019/20,Inverclyde,Unknown,Option 1 Only,0,NA
2019/20,Inverclyde,All Ages,Option 2 Only,55,2
2019/20,Inverclyde,0-17 years,Option 2 Only,0,0
2019/20,Inverclyde,18-64 years,Option 2 Only,30,5
2019/20,Inverclyde,65-74 years,Option 2 Only,5,1
2019/20,Inverclyde,75-84 years,Option 2 Only,5,1
2019/20,Inverclyde,85+ years,Option 2 Only,10,1
2019/20,Inverclyde,Unknown,Option 2 Only,0,NA
2019/20,Inverclyde,All Ages,Option 3 Only,2325,92
2019/20,Inverclyde,0-17 years,Option 3 Only,20,67
2019/20,Inverclyde,18-64 years,Option 3 Only,510,86
2019/20,Inverclyde,65-74 years,Option 3 Only,375,93
2019/20,Inverclyde,75-84 years,Option 3 Only,740,95
2019/20,Inverclyde,85+ years,Option 3 Only,675,93
2019/20,Inverclyde,Unknown,Option 3 Only,0,NA
2019/20,Inverclyde,All Ages,Option 4 Only,110,4
2019/20,Inverclyde,0-17 years,Option 4 Only,0,0
2019/20,Inverclyde,18-64 years,Option 4 Only,25,4
2019/20,Inverclyde,65-74 years,Option 4 Only,20,5
2019/20,Inverclyde,75-84 years,Option 4 Only,30,4
2019/20,Inverclyde,85+ years,Option 4 Only,35,5
2019/20,Inverclyde,Unknown,Option 4 Only,0,NA
2017/18,Midlothian,All Ages,Option 1 Only,85,4
2017/18,Midlothian,0-17 years,Option 1 Only,40,42
2017/18,Midlothian,18-64 years,Option 1 Only,30,5
2017/18,Midlothian,65-74 years,Option 1 Only,5,1
2017/18,Midlothian,75-84 years,Option 1 Only,0,0
2017/18,Midlothian,85+ years,Option 1 Only,5,1
2017/18,Midlothian,Unknown,Option 1 Only,0,NA
2017/18,Midlothian,All Ages,Option 2 Only,65,3
2017/18,Midlothian,0-17 years,Option 2 Only,0,0
2017/18,Midlothian,18-64 years,Option 2 Only,10,2
2017/18,Midlothian,65-74 years,Option 2 Only,10,3
2017/18,Midlothian,75-84 years,Option 2 Only,20,3
2017/18,Midlothian,85+ years,Option 2 Only,25,3
2017/18,Midlothian,Unknown,Option 2 Only,0,NA
2017/18,Midlothian,All Ages,Option 3 Only,2190,90
2017/18,Midlothian,0-17 years,Option 3 Only,50,53
2017/18,Midlothian,18-64 years,Option 3 Only,495,88
2017/18,Midlothian,65-74 years,Option 3 Only,325,94
2017/18,Midlothian,75-84 years,Option 3 Only,625,94
2017/18,Midlothian,85+ years,Option 3 Only,700,93
2017/18,Midlothian,Unknown,Option 3 Only,0,NA
2017/18,Midlothian,All Ages,Option 4 Only,85,4
2017/18,Midlothian,0-17 years,Option 4 Only,5,5
2017/18,Midlothian,18-64 years,Option 4 Only,30,5
2017/18,Midlothian,65-74 years,Option 4 Only,5,1
2017/18,Midlothian,75-84 years,Option 4 Only,20,3
2017/18,Midlothian,85+ years,Option 4 Only,20,3
2017/18,Midlothian,Unknown,Option 4 Only,0,NA
2018/19,Midlothian,All Ages,Option 1 Only,85,4
2018/19,Midlothian,0-17 years,Option 1 Only,50,24
2018/19,Midlothian,18-64 years,Option 1 Only,25,5
2018/19,Midlothian,65-74 years,Option 1 Only,5,2
2018/19,Midlothian,75-84 years,Option 1 Only,5,1
2018/19,Midlothian,85+ years,Option 1 Only,5,1
2018/19,Midlothian,Unknown,Option 1 Only,0,NA
2018/19,Midlothian,All Ages,Option 2 Only,15,1
2018/19,Midlothian,0-17 years,Option 2 Only,0,0
2018/19,Midlothian,18-64 years,Option 2 Only,0,0
2018/19,Midlothian,65-74 years,Option 2 Only,5,2
2018/19,Midlothian,75-84 years,Option 2 Only,5,1
2018/19,Midlothian,85+ years,Option 2 Only,5,1
2018/19,Midlothian,Unknown,Option 2 Only,0,NA
2018/19,Midlothian,All Ages,Option 3 Only,1830,87
2018/19,Midlothian,0-17 years,Option 3 Only,125,61
2018/19,Midlothian,18-64 years,Option 3 Only,450,85
2018/19,Midlothian,65-74 years,Option 3 Only,245,91
2018/19,Midlothian,75-84 years,Option 3 Only,465,92
2018/19,Midlothian,85+ years,Option 3 Only,535,91
2018/19,Midlothian,Unknown,Option 3 Only,0,NA
2018/19,Midlothian,All Ages,Option 4 Only,170,8
2018/19,Midlothian,0-17 years,Option 4 Only,30,15
2018/19,Midlothian,18-64 years,Option 4 Only,55,10
2018/19,Midlothian,65-74 years,Option 4 Only,15,6
2018/19,Midlothian,75-84 years,Option 4 Only,30,6
2018/19,Midlothian,85+ years,Option 4 Only,40,7
2018/19,Midlothian,Unknown,Option 4 Only,0,NA
2019/20,Midlothian,All Ages,Option 1 Only,35,1
2019/20,Midlothian,0-17 years,Option 1 Only,20,36
2019/20,Midlothian,18-64 years,Option 1 Only,10,2
2019/20,Midlothian,65-74 years,Option 1 Only,0,0
2019/20,Midlothian,75-84 years,Option 1 Only,0,0
2019/20,Midlothian,85+ years,Option 1 Only,5,1
2019/20,Midlothian,Unknown,Option 1 Only,0,NA
2019/20,Midlothian,All Ages,Option 2 Only,15,1
2019/20,Midlothian,0-17 years,Option 2 Only,0,0
2019/20,Midlothian,18-64 years,Option 2 Only,5,1
2019/20,Midlothian,65-74 years,Option 2 Only,5,1
2019/20,Midlothian,75-84 years,Option 2 Only,0,0
2019/20,Midlothian,85+ years,Option 2 Only,5,1
2019/20,Midlothian,Unknown,Option 2 Only,0,NA
2019/20,Midlothian,All Ages,Option 3 Only,2730,95
2019/20,Midlothian,0-17 years,Option 3 Only,30,55
2019/20,Midlothian,18-64 years,Option 3 Only,525,92
2019/20,Midlothian,65-74 years,Option 3 Only,405,95
2019/20,Midlothian,75-84 years,Option 3 Only,940,97
2019/20,Midlothian,85+ years,Option 3 Only,830,96
2019/20,Midlothian,Unknown,Option 3 Only,0,NA
2019/20,Midlothian,All Ages,Option 4 Only,100,3
2019/20,Midlothian,0-17 years,Option 4 Only,5,9
2019/20,Midlothian,18-64 years,Option 4 Only,30,5
2019/20,Midlothian,65-74 years,Option 4 Only,15,4
2019/20,Midlothian,75-84 years,Option 4 Only,25,3
2019/20,Midlothian,85+ years,Option 4 Only,25,3
2019/20,Midlothian,Unknown,Option 4 Only,0,NA
2020/21,Midlothian,All Ages,Option 1 Only,120,3
2020/21,Midlothian,0-17 years,Option 1 Only,80,80
2020/21,Midlothian,18-64 years,Option 1 Only,25,4
2020/21,Midlothian,65-74 years,Option 1 Only,5,1
2020/21,Midlothian,75-84 years,Option 1 Only,5,0
2020/21,Midlothian,85+ years,Option 1 Only,0,0
2020/21,Midlothian,Unknown,Option 1 Only,0,NA
2020/21,Midlothian,All Ages,Option 2 Only,15,0
2020/21,Midlothian,0-17 years,Option 2 Only,0,0
2020/21,Midlothian,18-64 years,Option 2 Only,5,1
2020/21,Midlothian,65-74 years,Option 2 Only,5,1
2020/21,Midlothian,75-84 years,Option 2 Only,5,0
2020/21,Midlothian,85+ years,Option 2 Only,5,0
2020/21,Midlothian,Unknown,Option 2 Only,0,NA
2020/21,Midlothian,All Ages,Option 3 Only,3225,93
2020/21,Midlothian,0-17 years,Option 3 Only,15,15
2020/21,Midlothian,18-64 years,Option 3 Only,620,87
2020/21,Midlothian,65-74 years,Option 3 Only,505,96
2020/21,Midlothian,75-84 years,Option 3 Only,1060,97
2020/21,Midlothian,85+ years,Option 3 Only,1025,97
2020/21,Midlothian,Unknown,Option 3 Only,0,NA
2020/21,Midlothian,All Ages,Option 4 Only,120,3
2020/21,Midlothian,0-17 years,Option 4 Only,5,5
2020/21,Midlothian,18-64 years,Option 4 Only,60,8
2020/21,Midlothian,65-74 years,Option 4 Only,10,2
2020/21,Midlothian,75-84 years,Option 4 Only,25,2
2020/21,Midlothian,85+ years,Option 4 Only,25,2
2020/21,Midlothian,Unknown,Option 4 Only,0,NA
2017/18,Moray,All Ages,Option 1 Only,170,14
2017/18,Moray,0-17 years,Option 1 Only,25,100
2017/18,Moray,18-64 years,Option 1 Only,60,21
2017/18,Moray,65-74 years,Option 1 Only,25,15
2017/18,Moray,75-84 years,Option 1 Only,25,8
2017/18,Moray,85+ years,Option 1 Only,35,9
2017/18,Moray,Unknown,Option 1 Only,0,NA
2017/18,Moray,All Ages,Option 2 Only,115,10
2017/18,Moray,0-17 years,Option 2 Only,0,0
2017/18,Moray,18-64 years,Option 2 Only,70,25
2017/18,Moray,65-74 years,Option 2 Only,10,6
2017/18,Moray,75-84 years,Option 2 Only,10,3
2017/18,Moray,85+ years,Option 2 Only,20,5
2017/18,Moray,Unknown,Option 2 Only,0,NA
2017/18,Moray,All Ages,Option 3 Only,765,63
2017/18,Moray,0-17 years,Option 3 Only,0,0
2017/18,Moray,18-64 years,Option 3 Only,110,39
2017/18,Moray,65-74 years,Option 3 Only,110,65
2017/18,Moray,75-84 years,Option 3 Only,250,78
2017/18,Moray,85+ years,Option 3 Only,290,73
2017/18,Moray,Unknown,Option 3 Only,0,NA
2017/18,Moray,All Ages,Option 4 Only,155,13
2017/18,Moray,0-17 years,Option 4 Only,0,0
2017/18,Moray,18-64 years,Option 4 Only,45,16
2017/18,Moray,65-74 years,Option 4 Only,25,15
2017/18,Moray,75-84 years,Option 4 Only,35,11
2017/18,Moray,85+ years,Option 4 Only,50,13
2017/18,Moray,Unknown,Option 4 Only,0,NA
2018/19,Moray,All Ages,Option 1 Only,185,18
2018/19,Moray,0-17 years,Option 1 Only,35,100
2018/19,Moray,18-64 years,Option 1 Only,70,37
2018/19,Moray,65-74 years,Option 1 Only,25,19
2018/19,Moray,75-84 years,Option 1 Only,20,7
2018/19,Moray,85+ years,Option 1 Only,40,11
2018/19,Moray,Unknown,Option 1 Only,0,NA
2018/19,Moray,All Ages,Option 2 Only,110,11
2018/19,Moray,0-17 years,Option 2 Only,0,0
2018/19,Moray,18-64 years,Option 2 Only,35,18
2018/19,Moray,65-74 years,Option 2 Only,15,12
2018/19,Moray,75-84 years,Option 2 Only,30,10
2018/19,Moray,85+ years,Option 2 Only,35,9
2018/19,Moray,Unknown,Option 2 Only,0,NA
2018/19,Moray,All Ages,Option 3 Only,610,60
2018/19,Moray,0-17 years,Option 3 Only,0,0
2018/19,Moray,18-64 years,Option 3 Only,65,34
2018/19,Moray,65-74 years,Option 3 Only,70,54
2018/19,Moray,75-84 years,Option 3 Only,210,72
2018/19,Moray,85+ years,Option 3 Only,265,71
2018/19,Moray,Unknown,Option 3 Only,0,NA
2018/19,Moray,All Ages,Option 4 Only,105,10
2018/19,Moray,0-17 years,Option 4 Only,0,0
2018/19,Moray,18-64 years,Option 4 Only,20,11
2018/19,Moray,65-74 years,Option 4 Only,20,15
2018/19,Moray,75-84 years,Option 4 Only,30,10
2018/19,Moray,85+ years,Option 4 Only,35,9
2018/19,Moray,Unknown,Option 4 Only,0,NA
2019/20,Moray,All Ages,Option 1 Only,205,20
2019/20,Moray,0-17 years,Option 1 Only,30,100
2019/20,Moray,18-64 years,Option 1 Only,85,40
2019/20,Moray,65-74 years,Option 1 Only,30,24
2019/20,Moray,75-84 years,Option 1 Only,25,9
2019/20,Moray,85+ years,Option 1 Only,35,10
2019/20,Moray,Unknown,Option 1 Only,0,NA
2019/20,Moray,All Ages,Option 2 Only,60,6
2019/20,Moray,0-17 years,Option 2 Only,0,0
2019/20,Moray,18-64 years,Option 2 Only,40,19
2019/20,Moray,65-74 years,Option 2 Only,5,4
2019/20,Moray,75-84 years,Option 2 Only,10,4
2019/20,Moray,85+ years,Option 2 Only,5,1
2019/20,Moray,Unknown,Option 2 Only,0,NA
2019/20,Moray,All Ages,Option 3 Only,660,66
2019/20,Moray,0-17 years,Option 3 Only,0,0
2019/20,Moray,18-64 years,Option 3 Only,70,33
2019/20,Moray,65-74 years,Option 3 Only,80,64
2019/20,Moray,75-84 years,Option 3 Only,210,78
2019/20,Moray,85+ years,Option 3 Only,300,82
2019/20,Moray,Unknown,Option 3 Only,0,NA
2019/20,Moray,All Ages,Option 4 Only,80,8
2019/20,Moray,0-17 years,Option 4 Only,0,0
2019/20,Moray,18-64 years,Option 4 Only,20,9
2019/20,Moray,65-74 years,Option 4 Only,10,8
2019/20,Moray,75-84 years,Option 4 Only,25,9
2019/20,Moray,85+ years,Option 4 Only,25,7
2019/20,Moray,Unknown,Option 4 Only,0,NA
2020/21,Moray,All Ages,Option 1 Only,155,9
2020/21,Moray,0-17 years,Option 1 Only,25,83
2020/21,Moray,18-64 years,Option 1 Only,55,11
2020/21,Moray,65-74 years,Option 1 Only,20,10
2020/21,Moray,75-84 years,Option 1 Only,25,6
2020/21,Moray,85+ years,Option 1 Only,30,5
2020/21,Moray,Unknown,Option 1 Only,0,NA
2020/21,Moray,All Ages,Option 2 Only,40,2
2020/21,Moray,0-17 years,Option 2 Only,0,0
2020/21,Moray,18-64 years,Option 2 Only,25,5
2020/21,Moray,65-74 years,Option 2 Only,5,2
2020/21,Moray,75-84 years,Option 2 Only,10,2
2020/21,Moray,85+ years,Option 2 Only,5,1
2020/21,Moray,Unknown,Option 2 Only,0,NA
2020/21,Moray,All Ages,Option 3 Only,1440,82
2020/21,Moray,0-17 years,Option 3 Only,5,17
2020/21,Moray,18-64 years,Option 3 Only,360,72
2020/21,Moray,65-74 years,Option 3 Only,170,81
2020/21,Moray,75-84 years,Option 3 Only,370,87
2020/21,Moray,85+ years,Option 3 Only,535,89
2020/21,Moray,Unknown,Option 3 Only,0,NA
2020/21,Moray,All Ages,Option 4 Only,125,7
2020/21,Moray,0-17 years,Option 4 Only,0,0
2020/21,Moray,18-64 years,Option 4 Only,60,12
2020/21,Moray,65-74 years,Option 4 Only,15,7
2020/21,Moray,75-84 years,Option 4 Only,20,5
2020/21,Moray,85+ years,Option 4 Only,30,5
2020/21,Moray,Unknown,Option 4 Only,0,NA
2017/18,North Ayrshire,All Ages,Option 1 Only,0,0
2017/18,North Ayrshire,0-17 years,Option 1 Only,0,0
2017/18,North Ayrshire,18-64 years,Option 1 Only,0,0
2017/18,North Ayrshire,65-74 years,Option 1 Only,0,0
2017/18,North Ayrshire,75-84 years,Option 1 Only,0,0
2017/18,North Ayrshire,85+ years,Option 1 Only,0,0
2017/18,North Ayrshire,Unknown,Option 1 Only,0,0
2017/18,North Ayrshire,All Ages,Option 2 Only,0,0
2017/18,North Ayrshire,0-17 years,Option 2 Only,0,0
2017/18,North Ayrshire,18-64 years,Option 2 Only,0,0
2017/18,North Ayrshire,65-74 years,Option 2 Only,0,0
2017/18,North Ayrshire,75-84 years,Option 2 Only,0,0
2017/18,North Ayrshire,85+ years,Option 2 Only,0,0
2017/18,North Ayrshire,Unknown,Option 2 Only,0,0
2017/18,North Ayrshire,All Ages,Option 3 Only,6905,97
2017/18,North Ayrshire,0-17 years,Option 3 Only,90,64
2017/18,North Ayrshire,18-64 years,Option 3 Only,1185,92
2017/18,North Ayrshire,65-74 years,Option 3 Only,1040,96
2017/18,North Ayrshire,75-84 years,Option 3 Only,2355,99
2017/18,North Ayrshire,85+ years,Option 3 Only,2220,99
2017/18,North Ayrshire,Unknown,Option 3 Only,10,100
2017/18,North Ayrshire,All Ages,Option 4 Only,230,3
2017/18,North Ayrshire,0-17 years,Option 4 Only,50,36
2017/18,North Ayrshire,18-64 years,Option 4 Only,105,8
2017/18,North Ayrshire,65-74 years,Option 4 Only,40,4
2017/18,North Ayrshire,75-84 years,Option 4 Only,15,1
2017/18,North Ayrshire,85+ years,Option 4 Only,20,1
2017/18,North Ayrshire,Unknown,Option 4 Only,0,0
2018/19,North Ayrshire,All Ages,Option 1 Only,195,3
2018/19,North Ayrshire,0-17 years,Option 1 Only,45,53
2018/19,North Ayrshire,18-64 years,Option 1 Only,100,8
2018/19,North Ayrshire,65-74 years,Option 1 Only,30,3
2018/19,North Ayrshire,75-84 years,Option 1 Only,10,0
2018/19,North Ayrshire,85+ years,Option 1 Only,15,1
2018/19,North Ayrshire,Unknown,Option 1 Only,0,0
2018/19,North Ayrshire,All Ages,Option 2 Only,50,1
2018/19,North Ayrshire,0-17 years,Option 2 Only,20,24
2018/19,North Ayrshire,18-64 years,Option 2 Only,10,1
2018/19,North Ayrshire,65-74 years,Option 2 Only,5,0
2018/19,North Ayrshire,75-84 years,Option 2 Only,10,0
2018/19,North Ayrshire,85+ years,Option 2 Only,5,0
2018/19,North Ayrshire,Unknown,Option 2 Only,0,0
2018/19,North Ayrshire,All Ages,Option 3 Only,7025,97
2018/19,North Ayrshire,0-17 years,Option 3 Only,20,24
2018/19,North Ayrshire,18-64 years,Option 3 Only,1220,92
2018/19,North Ayrshire,65-74 years,Option 3 Only,1095,97
2018/19,North Ayrshire,75-84 years,Option 3 Only,2465,99
2018/19,North Ayrshire,85+ years,Option 3 Only,2210,99
2018/19,North Ayrshire,Unknown,Option 3 Only,15,100
2018/19,North Ayrshire,All Ages,Option 4 Only,5,0
2018/19,North Ayrshire,0-17 years,Option 4 Only,0,0
2018/19,North Ayrshire,18-64 years,Option 4 Only,0,0
2018/19,North Ayrshire,65-74 years,Option 4 Only,0,0
2018/19,North Ayrshire,75-84 years,Option 4 Only,0,0
2018/19,North Ayrshire,85+ years,Option 4 Only,0,0
2018/19,North Ayrshire,Unknown,Option 4 Only,0,0
2019/20,North Ayrshire,All Ages,Option 1 Only,205,3
2019/20,North Ayrshire,0-17 years,Option 1 Only,50,56
2019/20,North Ayrshire,18-64 years,Option 1 Only,90,8
2019/20,North Ayrshire,65-74 years,Option 1 Only,30,3
2019/20,North Ayrshire,75-84 years,Option 1 Only,15,1
2019/20,North Ayrshire,85+ years,Option 1 Only,15,1
2019/20,North Ayrshire,Unknown,Option 1 Only,0,0
2019/20,North Ayrshire,All Ages,Option 2 Only,60,1
2019/20,North Ayrshire,0-17 years,Option 2 Only,30,33
2019/20,North Ayrshire,18-64 years,Option 2 Only,20,2
2019/20,North Ayrshire,65-74 years,Option 2 Only,5,0
2019/20,North Ayrshire,75-84 years,Option 2 Only,0,0
2019/20,North Ayrshire,85+ years,Option 2 Only,5,0
2019/20,North Ayrshire,Unknown,Option 2 Only,0,0
2019/20,North Ayrshire,All Ages,Option 3 Only,6920,96
2019/20,North Ayrshire,0-17 years,Option 3 Only,10,11
2019/20,North Ayrshire,18-64 years,Option 3 Only,1020,89
2019/20,North Ayrshire,65-74 years,Option 3 Only,1095,96
2019/20,North Ayrshire,75-84 years,Option 3 Only,2460,99
2019/20,North Ayrshire,85+ years,Option 3 Only,2330,99
2019/20,North Ayrshire,Unknown,Option 3 Only,5,100
2019/20,North Ayrshire,All Ages,Option 4 Only,20,0
2019/20,North Ayrshire,0-17 years,Option 4 Only,0,0
2019/20,North Ayrshire,18-64 years,Option 4 Only,10,1
2019/20,North Ayrshire,65-74 years,Option 4 Only,5,0
2019/20,North Ayrshire,75-84 years,Option 4 Only,5,0
2019/20,North Ayrshire,85+ years,Option 4 Only,0,0
2019/20,North Ayrshire,Unknown,Option 4 Only,0,0
2020/21,North Ayrshire,All Ages,Option 1 Only,155,2
2020/21,North Ayrshire,0-17 years,Option 1 Only,30,25
2020/21,North Ayrshire,18-64 years,Option 1 Only,80,6
2020/21,North Ayrshire,65-74 years,Option 1 Only,30,3
2020/21,North Ayrshire,75-84 years,Option 1 Only,10,0
2020/21,North Ayrshire,85+ years,Option 1 Only,10,0
2020/21,North Ayrshire,Unknown,Option 1 Only,0,0
2020/21,North Ayrshire,All Ages,Option 2 Only,105,1
2020/21,North Ayrshire,0-17 years,Option 2 Only,35,29
2020/21,North Ayrshire,18-64 years,Option 2 Only,45,3
2020/21,North Ayrshire,65-74 years,Option 2 Only,5,0
2020/21,North Ayrshire,75-84 years,Option 2 Only,10,0
2020/21,North Ayrshire,85+ years,Option 2 Only,5,0
2020/21,North Ayrshire,Unknown,Option 2 Only,0,0
2020/21,North Ayrshire,All Ages,Option 3 Only,6660,95
2020/21,North Ayrshire,0-17 years,Option 3 Only,35,29
2020/21,North Ayrshire,18-64 years,Option 3 Only,1120,87
2020/21,North Ayrshire,65-74 years,Option 3 Only,1070,96
2020/21,North Ayrshire,75-84 years,Option 3 Only,2320,99
2020/21,North Ayrshire,85+ years,Option 3 Only,2110,99
2020/21,North Ayrshire,Unknown,Option 3 Only,5,100
2020/21,North Ayrshire,All Ages,Option 4 Only,90,1
2020/21,North Ayrshire,0-17 years,Option 4 Only,20,17
2020/21,North Ayrshire,18-64 years,Option 4 Only,45,3
2020/21,North Ayrshire,65-74 years,Option 4 Only,10,1
2020/21,North Ayrshire,75-84 years,Option 4 Only,10,0
2020/21,North Ayrshire,85+ years,Option 4 Only,10,0
2020/21,North Ayrshire,Unknown,Option 4 Only,0,0
2017/18,North Lanarkshire,All Ages,Option 1 Only,215,17
2017/18,North Lanarkshire,0-17 years,Option 1 Only,55,46
2017/18,North Lanarkshire,18-64 years,Option 1 Only,135,14
2017/18,North Lanarkshire,65-74 years,Option 1 Only,15,15
2017/18,North Lanarkshire,75-84 years,Option 1 Only,5,12
2017/18,North Lanarkshire,85+ years,Option 1 Only,5,33
2017/18,North Lanarkshire,Unknown,Option 1 Only,0,NA
2017/18,North Lanarkshire,All Ages,Option 2 Only,815,64
2017/18,North Lanarkshire,0-17 years,Option 2 Only,35,29
2017/18,North Lanarkshire,18-64 years,Option 2 Only,675,69
2017/18,North Lanarkshire,65-74 years,Option 2 Only,65,65
2017/18,North Lanarkshire,75-84 years,Option 2 Only,30,75
2017/18,North Lanarkshire,85+ years,Option 2 Only,10,67
2017/18,North Lanarkshire,Unknown,Option 2 Only,0,NA
2017/18,North Lanarkshire,All Ages,Option 3 Only,215,17
2017/18,North Lanarkshire,0-17 years,Option 3 Only,25,21
2017/18,North Lanarkshire,18-64 years,Option 3 Only,160,16
2017/18,North Lanarkshire,65-74 years,Option 3 Only,20,20
2017/18,North Lanarkshire,75-84 years,Option 3 Only,5,12
2017/18,North Lanarkshire,85+ years,Option 3 Only,0,0
2017/18,North Lanarkshire,Unknown,Option 3 Only,0,NA
2017/18,North Lanarkshire,All Ages,Option 4 Only,20,2
2017/18,North Lanarkshire,0-17 years,Option 4 Only,5,4
2017/18,North Lanarkshire,18-64 years,Option 4 Only,15,2
2017/18,North Lanarkshire,65-74 years,Option 4 Only,0,0
2017/18,North Lanarkshire,75-84 years,Option 4 Only,0,0
2017/18,North Lanarkshire,85+ years,Option 4 Only,0,0
2017/18,North Lanarkshire,Unknown,Option 4 Only,0,NA
2018/19,North Lanarkshire,All Ages,Option 1 Only,235,17
2018/19,North Lanarkshire,0-17 years,Option 1 Only,55,44
2018/19,North Lanarkshire,18-64 years,Option 1 Only,145,14
2018/19,North Lanarkshire,65-74 years,Option 1 Only,20,14
2018/19,North Lanarkshire,75-84 years,Option 1 Only,10,18
2018/19,North Lanarkshire,85+ years,Option 1 Only,5,17
2018/19,North Lanarkshire,Unknown,Option 1 Only,0,NA
2018/19,North Lanarkshire,All Ages,Option 2 Only,1000,72
2018/19,North Lanarkshire,0-17 years,Option 2 Only,60,48
2018/19,North Lanarkshire,18-64 years,Option 2 Only,770,74
2018/19,North Lanarkshire,65-74 years,Option 2 Only,105,72
2018/19,North Lanarkshire,75-84 years,Option 2 Only,40,73
2018/19,North Lanarkshire,85+ years,Option 2 Only,25,83
2018/19,North Lanarkshire,Unknown,Option 2 Only,0,NA
