financial_year,sending_location,age_group,option_type,nclient,rate
2019/20,Perth and Kinross,75-84 years,Option 2,290,24.691358024691358
2019/20,Perth and Kinross,85+ years,Option 2,315,64.1025641025641
2019/20,Perth and Kinross,Unknown,Option 2,0,0
2019/20,Perth and Kinross,All Ages,Option 3,4595,30.240210595590653
2019/20,Perth and Kinross,0-17 years,Option 3,5,0.18079259473531967
2019/20,Perth and Kinross,18-64 years,Option 3,845,9.552340040696361
2019/20,Perth and Kinross,65-74 years,Option 3,595,31.02998696219035
2019/20,Perth and Kinross,75-84 years,Option 3,1375,117.07109408258835
2019/20,Perth and Kinross,85+ years,Option 3,1775,361.21286121286124
2019/20,Perth and Kinross,Unknown,Option 3,0,0
2019/20,Perth and Kinross,All Ages,Option 4,805,5.297795327410332
2019/20,Perth and Kinross,0-17 years,Option 4,0,0
2019/20,Perth and Kinross,18-64 years,Option 4,150,1.6956816640289396
2019/20,Perth and Kinross,65-74 years,Option 4,105,5.475880052151239
2019/20,Perth and Kinross,75-84 years,Option 4,210,17.879948914431672
2019/20,Perth and Kinross,85+ years,Option 4,340,69.1900691900692
2019/20,Perth and Kinross,Unknown,Option 4,0,0
2020/21,Perth and Kinross,All Ages,Any SDS,5405,35.580277796063456
2020/21,Perth and Kinross,0-17 years,Any SDS,10,0.3632005230087531
2020/21,Perth and Kinross,18-64 years,Any SDS,1270,14.421985010220304
2020/21,Perth and Kinross,65-74 years,Any SDS,735,37.75232420771483
2020/21,Perth and Kinross,75-84 years,Any SDS,1505,126.83296814427777
2020/21,Perth and Kinross,85+ years,Any SDS,1885,378.36210357286234
2020/21,Perth and Kinross,Unknown,Any SDS,0,0
2020/21,Perth and Kinross,All Ages,Option 1,420,2.764794944374959
2020/21,Perth and Kinross,0-17 years,Option 1,0,0
2020/21,Perth and Kinross,18-64 years,Option 1,150,1.7033840563252327
2020/21,Perth and Kinross,65-74 years,Option 1,40,2.0545482562021675
2020/21,Perth and Kinross,75-84 years,Option 1,80,6.741951795044665
2020/21,Perth and Kinross,85+ years,Option 1,145,29.104777197912483
2020/21,Perth and Kinross,Unknown,Option 1,0,0
2020/21,Perth and Kinross,All Ages,Option 2,1100,7.24112961622013
2020/21,Perth and Kinross,0-17 years,Option 2,0,0
2020/21,Perth and Kinross,18-64 years,Option 2,355,4.0313422666363845
2020/21,Perth and Kinross,65-74 years,Option 2,205,10.529559813036109
2020/21,Perth and Kinross,75-84 years,Option 2,265,22.332715321085452
2020/21,Perth and Kinross,85+ years,Option 2,275,55.19871537535126
2020/21,Perth and Kinross,Unknown,Option 2,0,0
2020/21,Perth and Kinross,All Ages,Option 3,4665,30.708972417879007
2020/21,Perth and Kinross,0-17 years,Option 3,10,0.3632005230087531
2020/21,Perth and Kinross,18-64 years,Option 3,925,10.504201680672269
2020/21,Perth and Kinross,65-74 years,Option 3,590,30.30458677898197
2020/21,Perth and Kinross,75-84 years,Option 3,1370,115.4559244901399
2020/21,Perth and Kinross,85+ years,Option 3,1775,356.28261742272184
2020/21,Perth and Kinross,Unknown,Option 3,0,0
2020/21,Perth and Kinross,All Ages,Option 4,755,4.970048054769271
2020/21,Perth and Kinross,0-17 years,Option 4,0,0
2020/21,Perth and Kinross,18-64 years,Option 4,155,1.7601635248694072
2020/21,Perth and Kinross,65-74 years,Option 4,95,4.879552108480148
2020/21,Perth and Kinross,75-84 years,Option 4,205,17.276251474801953
2020/21,Perth and Kinross,85+ years,Option 4,300,60.216780409474104
2020/21,Perth and Kinross,Unknown,Option 4,0,0
2017/18,Renfrewshire,All Ages,Any SDS,3680,20.81094836848951
2017/18,Renfrewshire,0-17 years,Any SDS,5,0.14752308736317232
2017/18,Renfrewshire,18-64 years,Any SDS,610,5.546009146369182
2017/18,Renfrewshire,65-74 years,Any SDS,635,34.77356114122995
2017/18,Renfrewshire,75-84 years,Any SDS,1300,120.04801920768307
2017/18,Renfrewshire,85+ years,Any SDS,1130,292.8978745463971
2017/18,Renfrewshire,Unknown,Any SDS,5,NA
2017/18,Renfrewshire,All Ages,Option 1,230,1.3006842730305943
2017/18,Renfrewshire,0-17 years,Option 1,0,0
2017/18,Renfrewshire,18-64 years,Option 1,115,1.0455591013646819
2017/18,Renfrewshire,65-74 years,Option 1,30,1.6428454082470838
2017/18,Renfrewshire,75-84 years,Option 1,50,4.61723150798781
2017/18,Renfrewshire,85+ years,Option 1,35,9.07205806117159
2017/18,Renfrewshire,Unknown,Option 1,0,0
2017/18,Renfrewshire,All Ages,Option 2,100,0.5655149013176497
2017/18,Renfrewshire,0-17 years,Option 2,0,0
2017/18,Renfrewshire,18-64 years,Option 2,25,0.2272954568184091
2017/18,Renfrewshire,65-74 years,Option 2,15,0.8214227041235419
2017/18,Renfrewshire,75-84 years,Option 2,40,3.6937852063902485
2017/18,Renfrewshire,85+ years,Option 2,20,5.184033177812338
2017/18,Renfrewshire,Unknown,Option 2,0,0
2017/18,Renfrewshire,All Ages,Option 3,3480,19.679918565854212
2017/18,Renfrewshire,0-17 years,Option 3,0,0
2017/18,Renfrewshire,18-64 years,Option 3,505,4.591368227731864
2017/18,Renfrewshire,65-74 years,Option 3,605,33.13071573298286
2017/18,Renfrewshire,75-84 years,Option 3,1260,116.35423400129282
2017/18,Renfrewshire,85+ years,Option 3,1105,286.41783307413164
2017/18,Renfrewshire,Unknown,Option 3,5,NA
2017/18,Renfrewshire,All Ages,Option 4,130,0.7351693717129446
2017/18,Renfrewshire,0-17 years,Option 4,0,0
2017/18,Renfrewshire,18-64 years,Option 4,35,0.31821363954577275
2017/18,Renfrewshire,65-74 years,Option 4,20,1.0952302721647227
2017/18,Renfrewshire,75-84 years,Option 4,45,4.15550835718903
2017/18,Renfrewshire,85+ years,Option 4,30,7.776049766718508
2017/18,Renfrewshire,Unknown,Option 4,0,0
2018/19,Renfrewshire,All Ages,Any SDS,3490,19.629900444344454
2018/19,Renfrewshire,0-17 years,Any SDS,0,0
2018/19,Renfrewshire,18-64 years,Any SDS,740,6.6908985695943874
2018/19,Renfrewshire,65-74 years,Any SDS,585,31.71419277892226
2018/19,Renfrewshire,75-84 years,Any SDS,1145,104.86308269988095
2018/19,Renfrewshire,85+ years,Any SDS,1015,258.73056334437933
2018/19,Renfrewshire,Unknown,Any SDS,10,NA
2018/19,Renfrewshire,All Ages,Option 1,210,1.1811687946453682
2018/19,Renfrewshire,0-17 years,Option 1,0,0
2018/19,Renfrewshire,18-64 years,Option 1,85,0.7685491600209768
2018/19,Renfrewshire,65-74 years,Option 1,35,1.897430337200477
2018/19,Renfrewshire,75-84 years,Option 1,45,4.121256525322831
2018/19,Renfrewshire,85+ years,Option 1,45,11.470813153199082
2018/19,Renfrewshire,Unknown,Option 1,0,0
2018/19,Renfrewshire,All Ages,Option 2,110,0.6187074638618595
2018/19,Renfrewshire,0-17 years,Option 2,0,0
2018/19,Renfrewshire,18-64 years,Option 2,35,0.31646141883216694
2018/19,Renfrewshire,65-74 years,Option 2,15,0.8131844302287758
2018/19,Renfrewshire,75-84 years,Option 2,40,3.663339133620295
2018/19,Renfrewshire,85+ years,Option 2,25,6.37267397399949
2018/19,Renfrewshire,Unknown,Option 2,0,0
2018/19,Renfrewshire,All Ages,Option 3,3305,18.58934698239496
2018/19,Renfrewshire,0-17 years,Option 3,0,0
2018/19,Renfrewshire,18-64 years,Option 3,660,5.967558183692291
2018/19,Renfrewshire,65-74 years,Option 3,560,30.358885395207633
2018/19,Renfrewshire,75-84 years,Option 3,1100,100.74182617455811
2018/19,Renfrewshire,85+ years,Option 3,975,248.53428498598012
2018/19,Renfrewshire,Unknown,Option 3,10,NA
2018/19,Renfrewshire,All Ages,Option 4,125,0.7030766634793858
2018/19,Renfrewshire,0-17 years,Option 4,0,0
2018/19,Renfrewshire,18-64 years,Option 4,40,0.36167019295104796
2018/19,Renfrewshire,65-74 years,Option 4,20,1.0842459069717012
2018/19,Renfrewshire,75-84 years,Option 4,40,3.663339133620295
2018/19,Renfrewshire,85+ years,Option 4,30,7.647208768799388
2018/19,Renfrewshire,Unknown,Option 4,0,0
2019/20,Renfrewshire,All Ages,Any SDS,3470,19.374651032942488
2019/20,Renfrewshire,0-17 years,Any SDS,10,0.2950809997344271
2019/20,Renfrewshire,18-64 years,Any SDS,745,6.6921777873594195
2019/20,Renfrewshire,65-74 years,Any SDS,525,28.239470711634663
2019/20,Renfrewshire,75-84 years,Any SDS,1130,101.21820136151916
2019/20,Renfrewshire,85+ years,Any SDS,1060,256.53436592449174
2019/20,Renfrewshire,Unknown,Any SDS,5,NA
2019/20,Renfrewshire,All Ages,Option 1,285,1.5912897822445562
2019/20,Renfrewshire,0-17 years,Option 1,0,0
2019/20,Renfrewshire,18-64 years,Option 1,135,1.2126765118033849
2019/20,Renfrewshire,65-74 years,Option 1,40,2.1515787208864503
2019/20,Renfrewshire,75-84 years,Option 1,50,4.478681476173415
2019/20,Renfrewshire,85+ years,Option 1,60,14.52081316553727
2019/20,Renfrewshire,Unknown,Option 1,0,0
2019/20,Renfrewshire,All Ages,Option 2,170,0.9491903964265773
2019/20,Renfrewshire,0-17 years,Option 2,0,0
2019/20,Renfrewshire,18-64 years,Option 2,40,0.3593115590528548
2019/20,Renfrewshire,65-74 years,Option 2,30,1.6136840406648378
2019/20,Renfrewshire,75-84 years,Option 2,55,4.926549623790756
2019/20,Renfrewshire,85+ years,Option 2,45,10.890609874152952
2019/20,Renfrewshire,Unknown,Option 2,0,0
2019/20,Renfrewshire,All Ages,Option 3,3240,18.09045226130653
2019/20,Renfrewshire,0-17 years,Option 3,10,0.2950809997344271
2019/20,Renfrewshire,18-64 years,Option 3,635,5.704070999964069
2019/20,Renfrewshire,65-74 years,Option 3,495,26.625786670969823
2019/20,Renfrewshire,75-84 years,Option 3,1080,96.73951988534576
2019/20,Renfrewshire,85+ years,Option 3,1020,246.8538238141336
2019/20,Renfrewshire,Unknown,Option 3,5,NA
2019/20,Renfrewshire,All Ages,Option 4,215,1.2004466778336125
2019/20,Renfrewshire,0-17 years,Option 4,0,0
2019/20,Renfrewshire,18-64 years,Option 4,65,0.583881283460889
2019/20,Renfrewshire,65-74 years,Option 4,40,2.1515787208864503
2019/20,Renfrewshire,75-84 years,Option 4,55,4.926549623790756
2019/20,Renfrewshire,85+ years,Option 4,60,14.52081316553727
2019/20,Renfrewshire,Unknown,Option 4,0,0
2020/21,Renfrewshire,All Ages,Any SDS,3825,21.322258765817494
2020/21,Renfrewshire,0-17 years,Any SDS,55,1.6244314489928524
2020/21,Renfrewshire,18-64 years,Any SDS,985,8.843677892600939
2020/21,Renfrewshire,65-74 years,Any SDS,565,30.20744225834046
2020/21,Renfrewshire,75-84 years,Any SDS,1135,101.30310603355943
2020/21,Renfrewshire,85+ years,Any SDS,1080,254.41696113074204
2020/21,Renfrewshire,Unknown,Any SDS,0,0
2020/21,Renfrewshire,All Ages,Option 1,335,1.867439656614081
2020/21,Renfrewshire,0-17 years,Option 1,55,1.6244314489928524
2020/21,Renfrewshire,18-64 years,Option 1,140,1.2569694466640928
2020/21,Renfrewshire,65-74 years,Option 1,40,2.1385799828913603
2020/21,Renfrewshire,75-84 years,Option 1,50,4.462691895751518
2020/21,Renfrewshire,85+ years,Option 1,50,11.778563015312132
2020/21,Renfrewshire,Unknown,Option 1,0,0
2020/21,Renfrewshire,All Ages,Option 2,230,1.28212274931713
2020/21,Renfrewshire,0-17 years,Option 2,0,0
2020/21,Renfrewshire,18-64 years,Option 2,70,0.6284847233320464
2020/21,Renfrewshire,65-74 years,Option 2,35,1.8712574850299402
2020/21,Renfrewshire,75-84 years,Option 2,65,5.801499464476972
2020/21,Renfrewshire,85+ years,Option 2,65,15.31213191990577
2020/21,Renfrewshire,Unknown,Option 2,0,0
2020/21,Renfrewshire,All Ages,Option 3,3450,19.231841239756953
2020/21,Renfrewshire,0-17 years,Option 3,0,0
2020/21,Renfrewshire,18-64 years,Option 3,840,7.541816679984557
2020/21,Renfrewshire,65-74 years,Option 3,520,27.80153977758768
2020/21,Renfrewshire,75-84 years,Option 3,1070,95.50160656908247
2020/21,Renfrewshire,85+ years,Option 3,1015,239.10482921083627
2020/21,Renfrewshire,Unknown,Option 3,0,0
2020/21,Renfrewshire,All Ages,Option 4,185,1.0312726461898656
2020/21,Renfrewshire,0-17 years,Option 4,0,0
2020/21,Renfrewshire,18-64 years,Option 4,60,0.5387011914274683
2020/21,Renfrewshire,65-74 years,Option 4,30,1.60393498716852
2020/21,Renfrewshire,75-84 years,Option 4,45,4.016422706176365
2020/21,Renfrewshire,85+ years,Option 4,50,11.778563015312132
2020/21,Renfrewshire,Unknown,Option 4,0,0
2017/18,Scottish Borders,All Ages,Any SDS,2360,20.518170752912535
2017/18,Scottish Borders,0-17 years,Any SDS,5,0.2327855114297686
2017/18,Scottish Borders,18-64 years,Any SDS,475,7.21424015066371
2017/18,Scottish Borders,65-74 years,Any SDS,310,19.726376073814826
2017/18,Scottish Borders,75-84 years,Any SDS,665,75.58536030916117
2017/18,Scottish Borders,85+ years,Any SDS,910,285.62460765850597
2017/18,Scottish Borders,Unknown,Any SDS,0,0
2017/18,Scottish Borders,All Ages,Option 1,450,3.912363067292645
2017/18,Scottish Borders,0-17 years,Option 1,0,0
2017/18,Scottish Borders,18-64 years,Option 1,155,2.354120470216579
2017/18,Scottish Borders,65-74 years,Option 1,60,3.818008272351257
2017/18,Scottish Borders,75-84 years,Option 1,105,11.934530575130712
2017/18,Scottish Borders,85+ years,Option 1,125,39.23414940364093
2017/18,Scottish Borders,Unknown,Option 1,0,0
2017/18,Scottish Borders,All Ages,Option 2,10,0.0869414014953921
2017/18,Scottish Borders,0-17 years,Option 2,0,0
2017/18,Scottish Borders,18-64 years,Option 2,5,0.07593937000698643
2017/18,Scottish Borders,65-74 years,Option 2,0,0
2017/18,Scottish Borders,75-84 years,Option 2,0,0
2017/18,Scottish Borders,85+ years,Option 2,0,0
2017/18,Scottish Borders,Unknown,Option 2,0,0
2017/18,Scottish Borders,All Ages,Option 3,2080,18.083811511041556
2017/18,Scottish Borders,0-17 years,Option 3,5,0.2327855114297686
2017/18,Scottish Borders,18-64 years,Option 3,360,5.467634640503022
2017/18,Scottish Borders,65-74 years,Option 3,270,17.181037225580656
2017/18,Scottish Borders,75-84 years,Option 3,605,68.76562855194362
2017/18,Scottish Borders,85+ years,Option 3,840,263.65348399246705
2017/18,Scottish Borders,Unknown,Option 3,0,0
2017/18,Scottish Borders,All Ages,Option 4,175,1.5214745261693619
2017/18,Scottish Borders,0-17 years,Option 4,0,0
2017/18,Scottish Borders,18-64 years,Option 4,50,0.7593937000698642
2017/18,Scottish Borders,65-74 years,Option 4,25,1.590836780146357
2017/18,Scottish Borders,75-84 years,Option 4,45,5.114798817913162
2017/18,Scottish Borders,85+ years,Option 4,55,17.263025737602007
2017/18,Scottish Borders,Unknown,Option 4,0,0
2018/19,Scottish Borders,All Ages,Any SDS,2600,22.55573870044244
2018/19,Scottish Borders,0-17 years,Any SDS,5,0.2332742371932444
2018/19,Scottish Borders,18-64 years,Any SDS,530,8.06292121156801
2018/19,Scottish Borders,65-74 years,Any SDS,305,19.22713232049423
2018/19,Scottish Borders,75-84 years,Any SDS,780,86.292731496847
2018/19,Scottish Borders,85+ years,Any SDS,980,306.15432677288345
2018/19,Scottish Borders,Unknown,Any SDS,0,0
2018/19,Scottish Borders,All Ages,Option 1,495,4.294265637199618
2018/19,Scottish Borders,0-17 years,Option 1,0,0
2018/19,Scottish Borders,18-64 years,Option 1,170,2.586220011257663
2018/19,Scottish Borders,65-74 years,Option 1,60,3.7823866859988655
2018/19,Scottish Borders,75-84 years,Option 1,110,12.169487775196371
2018/19,Scottish Borders,85+ years,Option 1,150,46.860356138706656
2018/19,Scottish Borders,Unknown,Option 1,0,0
2018/19,Scottish Borders,All Ages,Option 2,10,0.08675284115554784
2018/19,Scottish Borders,0-17 years,Option 2,0,0
2018/19,Scottish Borders,18-64 years,Option 2,10,0.1521305888975096
2018/19,Scottish Borders,65-74 years,Option 2,0,0
2018/19,Scottish Borders,75-84 years,Option 2,0,0
2018/19,Scottish Borders,85+ years,Option 2,0,0
2018/19,Scottish Borders,Unknown,Option 2,0,0
2018/19,Scottish Borders,All Ages,Option 3,2315,20.083282727509324
2018/19,Scottish Borders,0-17 years,Option 3,5,0.2332742371932444
2018/19,Scottish Borders,18-64 years,Option 3,420,6.3894847336954035
2018/19,Scottish Borders,65-74 years,Option 3,270,17.020740086994895
2018/19,Scottish Borders,75-84 years,Option 3,715,79.10167053877642
2018/19,Scottish Borders,85+ years,Option 3,900,281.1621368322399
2018/19,Scottish Borders,Unknown,Option 3,0,0
2018/19,Scottish Borders,All Ages,Option 4,220,1.9085625054220527
2018/19,Scottish Borders,0-17 years,Option 4,0,0
2018/19,Scottish Borders,18-64 years,Option 4,70,1.0649141222825675
2018/19,Scottish Borders,65-74 years,Option 4,30,1.8911933429994328
2018/19,Scottish Borders,75-84 years,Option 4,50,5.531585352361987
2018/19,Scottish Borders,85+ years,Option 4,70,21.868166198063104
2018/19,Scottish Borders,Unknown,Option 4,0,0
2019/20,Scottish Borders,All Ages,Any SDS,2970,25.712059561942688
2019/20,Scottish Borders,0-17 years,Any SDS,60,2.8104360859993442
2019/20,Scottish Borders,18-64 years,Any SDS,670,10.221984895873065
2019/20,Scottish Borders,65-74 years,Any SDS,390,24.371953505811774
2019/20,Scottish Borders,75-84 years,Any SDS,800,85.39709649871904
2019/20,Scottish Borders,85+ years,Any SDS,1050,323.47504621072085
2019/20,Scottish Borders,Unknown,Any SDS,0,0
2019/20,Scottish Borders,All Ages,Option 1,605,5.2376417626179554
2019/20,Scottish Borders,0-17 years,Option 1,55,2.576233078832732
2019/20,Scottish Borders,18-64 years,Option 1,190,2.898771836143108
2019/20,Scottish Borders,65-74 years,Option 1,70,4.374453193350831
2019/20,Scottish Borders,75-84 years,Option 1,120,12.809564474807857
2019/20,Scottish Borders,85+ years,Option 1,170,52.37215033887862
2019/20,Scottish Borders,Unknown,Option 1,0,0
2019/20,Scottish Borders,All Ages,Option 2,15,0.12985888667647824
2019/20,Scottish Borders,0-17 years,Option 2,0,0
2019/20,Scottish Borders,18-64 years,Option 2,15,0.22885040811656115
2019/20,Scottish Borders,65-74 years,Option 2,0,0
2019/20,Scottish Borders,75-84 years,Option 2,0,0
2019/20,Scottish Borders,85+ years,Option 2,0,0
2019/20,Scottish Borders,Unknown,Option 2,0,0
2019/20,Scottish Borders,All Ages,Option 3,2590,22.42230109947191
2019/20,Scottish Borders,0-17 years,Option 3,5,0.23420300716661202
2019/20,Scottish Borders,18-64 years,Option 3,540,8.238614692196201
2019/20,Scottish Borders,65-74 years,Option 3,340,21.24734408198975
2019/20,Scottish Borders,75-84 years,Option 3,730,77.92485055508112
2019/20,Scottish Borders,85+ years,Option 3,975,300.369685767098
2019/20,Scottish Borders,Unknown,Option 3,0,0
2019/20,Scottish Borders,All Ages,Option 4,240,2.077742186823652
2019/20,Scottish Borders,0-17 years,Option 4,0,0
2019/20,Scottish Borders,18-64 years,Option 4,75,1.1442520405828056
2019/20,Scottish Borders,65-74 years,Option 4,20,1.249843769528809
2019/20,Scottish Borders,75-84 years,Option 4,50,5.33731853116994
2019/20,Scottish Borders,85+ years,Option 4,90,27.726432532347506
2019/20,Scottish Borders,Unknown,Option 4,0,0
2020/21,Scottish Borders,All Ages,Any SDS,3005,26.076015272474834
2020/21,Scottish Borders,0-17 years,Any SDS,60,2.8312570781426953
2020/21,Scottish Borders,18-64 years,Any SDS,700,10.775198571516531
2020/21,Scottish Borders,65-74 years,Any SDS,395,24.387232203494474
2020/21,Scottish Borders,75-84 years,Any SDS,780,81.44512895478752
2020/21,Scottish Borders,85+ years,Any SDS,1070,323.26283987915406
2020/21,Scottish Borders,Unknown,Any SDS,0,0
2020/21,Scottish Borders,All Ages,Option 1,625,5.4234640749739675
2020/21,Scottish Borders,0-17 years,Option 1,55,2.5953189882974708
2020/21,Scottish Borders,18-64 years,Option 1,190,2.924696755125916
2020/21,Scottish Borders,65-74 years,Option 1,75,4.630487127245786
2020/21,Scottish Borders,75-84 years,Option 1,130,13.574188159131252
2020/21,Scottish Borders,85+ years,Option 1,175,52.870090634441084
2020/21,Scottish Borders,Unknown,Option 1,0,0
2020/21,Scottish Borders,All Ages,Option 2,20,0.17355085039916696
2020/21,Scottish Borders,0-17 years,Option 2,0,0
2020/21,Scottish Borders,18-64 years,Option 2,15,0.23089711224678283
2020/21,Scottish Borders,65-74 years,Option 2,0,0
2020/21,Scottish Borders,75-84 years,Option 2,5,0.5220841599665866
2020/21,Scottish Borders,85+ years,Option 2,5,1.5105740181268883
2020/21,Scottish Borders,Unknown,Option 2,0,0
2020/21,Scottish Borders,All Ages,Option 3,2585,22.43144741409233
2020/21,Scottish Borders,0-17 years,Option 3,5,0.23593808984522463
2020/21,Scottish Borders,18-64 years,Option 3,570,8.7740902653777475
2020/21,Scottish Borders,65-74 years,Option 3,345,21.30024078533062
2020/21,Scottish Borders,75-84 years,Option 3,700,73.09178239532213
2020/21,Scottish Borders,85+ years,Option 3,965,291.5407854984894
2020/21,Scottish Borders,Unknown,Option 3,0,0
2020/21,Scottish Borders,All Ages,Option 4,230,1.99583477959042
2020/21,Scottish Borders,0-17 years,Option 4,0,0
2020/21,Scottish Borders,18-64 years,Option 4,75,1.1544855612339142
2020/21,Scottish Borders,65-74 years,Option 4,25,1.5434957090819288
2020/21,Scottish Borders,75-84 years,Option 4,55,5.7429257596324526
2020/21,Scottish Borders,85+ years,Option 4,75,22.65861027190332
2020/21,Scottish Borders,Unknown,Option 4,0,0
2017/18,Shetland Islands,All Ages,Any SDS,45,1.949740034662045
2017/18,Shetland Islands,0-17 years,Any SDS,0,0
2017/18,Shetland Islands,18-64 years,Any SDS,25,1.8080567006581325
2017/18,Shetland Islands,65-74 years,Any SDS,10,3.850596842510589
2017/18,Shetland Islands,75-84 years,Any SDS,5,3.543586109142452
2017/18,Shetland Islands,85+ years,Any SDS,5,10.548523206751055
2017/18,Shetland Islands,Unknown,Any SDS,0,0
2017/18,Shetland Islands,All Ages,Option 1,40,1.7331022530329288
2017/18,Shetland Islands,0-17 years,Option 1,0,0
2017/18,Shetland Islands,18-64 years,Option 1,25,1.8080567006581325
2017/18,Shetland Islands,65-74 years,Option 1,10,3.850596842510589
2017/18,Shetland Islands,75-84 years,Option 1,5,3.543586109142452
2017/18,Shetland Islands,85+ years,Option 1,5,10.548523206751055
2017/18,Shetland Islands,Unknown,Option 1,0,0
2017/18,Shetland Islands,All Ages,Option 2,5,0.2166377816291161
2017/18,Shetland Islands,0-17 years,Option 2,0,0
2017/18,Shetland Islands,18-64 years,Option 2,0,0
2017/18,Shetland Islands,65-74 years,Option 2,0,0
2017/18,Shetland Islands,75-84 years,Option 2,0,0
2017/18,Shetland Islands,85+ years,Option 2,0,0
2017/18,Shetland Islands,Unknown,Option 2,0,0
2017/18,Shetland Islands,All Ages,Option 3,5,0.2166377816291161
2017/18,Shetland Islands,0-17 years,Option 3,0,0
2017/18,Shetland Islands,18-64 years,Option 3,0,0
2017/18,Shetland Islands,65-74 years,Option 3,0,0
2017/18,Shetland Islands,75-84 years,Option 3,0,0
2017/18,Shetland Islands,85+ years,Option 3,0,0
2017/18,Shetland Islands,Unknown,Option 3,0,0
2017/18,Shetland Islands,All Ages,Option 4,10,0.4332755632582322
2017/18,Shetland Islands,0-17 years,Option 4,0,0
2017/18,Shetland Islands,18-64 years,Option 4,5,0.36161134013162655
2017/18,Shetland Islands,65-74 years,Option 4,0,0
2017/18,Shetland Islands,75-84 years,Option 4,0,0
2017/18,Shetland Islands,85+ years,Option 4,0,0
2017/18,Shetland Islands,Unknown,Option 4,0,0
2018/19,Shetland Islands,All Ages,Any SDS,60,2.609830361026533
2018/19,Shetland Islands,0-17 years,Any SDS,0,0
2018/19,Shetland Islands,18-64 years,Any SDS,35,2.546195256801979
2018/19,Shetland Islands,65-74 years,Any SDS,5,1.9312475859405176
2018/19,Shetland Islands,75-84 years,Any SDS,10,6.702412868632708
2018/19,Shetland Islands,85+ years,Any SDS,5,10.548523206751055
2018/19,Shetland Islands,Unknown,Any SDS,0,0
2018/19,Shetland Islands,All Ages,Option 1,55,2.3923444976076556
2018/19,Shetland Islands,0-17 years,Option 1,0,0
2018/19,Shetland Islands,18-64 years,Option 1,35,2.546195256801979
2018/19,Shetland Islands,65-74 years,Option 1,5,1.9312475859405176
2018/19,Shetland Islands,75-84 years,Option 1,10,6.702412868632708
2018/19,Shetland Islands,85+ years,Option 1,5,10.548523206751055
2018/19,Shetland Islands,Unknown,Option 1,0,0
2018/19,Shetland Islands,All Ages,Option 2,5,0.21748586341887777
2018/19,Shetland Islands,0-17 years,Option 2,0,0
2018/19,Shetland Islands,18-64 years,Option 2,0,0
2018/19,Shetland Islands,65-74 years,Option 2,0,0
2018/19,Shetland Islands,75-84 years,Option 2,0,0
2018/19,Shetland Islands,85+ years,Option 2,0,0
2018/19,Shetland Islands,Unknown,Option 2,0,0
2018/19,Shetland Islands,All Ages,Option 3,25,1.087429317094389
2018/19,Shetland Islands,0-17 years,Option 3,0,0
2018/19,Shetland Islands,18-64 years,Option 3,10,0.7274843590862796
2018/19,Shetland Islands,65-74 years,Option 3,5,1.9312475859405176
2018/19,Shetland Islands,75-84 years,Option 3,5,3.351206434316354
2018/19,Shetland Islands,85+ years,Option 3,5,10.548523206751055
2018/19,Shetland Islands,Unknown,Option 3,0,0
2018/19,Shetland Islands,All Ages,Option 4,25,1.087429317094389
2018/19,Shetland Islands,0-17 years,Option 4,0,0
2018/19,Shetland Islands,18-64 years,Option 4,10,0.7274843590862796
2018/19,Shetland Islands,65-74 years,Option 4,5,1.9312475859405176
2018/19,Shetland Islands,75-84 years,Option 4,5,3.351206434316354
2018/19,Shetland Islands,85+ years,Option 4,5,10.548523206751055
2018/19,Shetland Islands,Unknown,Option 4,0,0
2019/20,Shetland Islands,All Ages,Any SDS,75,3.2722513089005236
2019/20,Shetland Islands,0-17 years,Any SDS,0,0
2019/20,Shetland Islands,18-64 years,Any SDS,45,3.3227497600236284
2019/20,Shetland Islands,65-74 years,Any SDS,5,1.8982536066818527
2019/20,Shetland Islands,75-84 years,Any SDS,10,6.435006435006435
2019/20,Shetland Islands,85+ years,Any SDS,10,20.080321285140563
2019/20,Shetland Islands,Unknown,Any SDS,0,0
2019/20,Shetland Islands,All Ages,Option 1,70,3.0541012216404884
2019/20,Shetland Islands,0-17 years,Option 1,0,0
2019/20,Shetland Islands,18-64 years,Option 1,45,3.3227497600236284
2019/20,Shetland Islands,65-74 years,Option 1,5,1.8982536066818527
2019/20,Shetland Islands,75-84 years,Option 1,10,6.435006435006435
2019/20,Shetland Islands,85+ years,Option 1,10,20.080321285140563
2019/20,Shetland Islands,Unknown,Option 1,0,0
2019/20,Shetland Islands,All Ages,Option 2,5,0.2181500872600349
2019/20,Shetland Islands,0-17 years,Option 2,0,0
2019/20,Shetland Islands,18-64 years,Option 2,5,0.36919441778040313
2019/20,Shetland Islands,65-74 years,Option 2,0,0
2019/20,Shetland Islands,75-84 years,Option 2,0,0
2019/20,Shetland Islands,85+ years,Option 2,0,0
2019/20,Shetland Islands,Unknown,Option 2,0,0
2019/20,Shetland Islands,All Ages,Option 3,35,1.5270506108202442
2019/20,Shetland Islands,0-17 years,Option 3,0,0
2019/20,Shetland Islands,18-64 years,Option 3,15,1.1075832533412093
2019/20,Shetland Islands,65-74 years,Option 3,5,1.8982536066818527
2019/20,Shetland Islands,75-84 years,Option 3,5,3.2175032175032174
2019/20,Shetland Islands,85+ years,Option 3,5,10.040160642570282
2019/20,Shetland Islands,Unknown,Option 3,0,0
2019/20,Shetland Islands,All Ages,Option 4,35,1.5270506108202442
