financial_year,sending_location,age_group,sds_support_services,nclient,rate
2017/18,East Ayrshire,0-17 years,Local Authority,0,0
2017/18,East Ayrshire,18-64 years,Local Authority,0,0
2017/18,East Ayrshire,65-74 years,Local Authority,0,0
2017/18,East Ayrshire,75-84 years,Local Authority,0,0
2017/18,East Ayrshire,85+ years,Local Authority,0,0
2017/18,East Ayrshire,Unknown,Local Authority,0,0
2017/18,East Ayrshire,All Ages,Personal Assistance Contract,0,0
2017/18,East Ayrshire,0-17 years,Personal Assistance Contract,0,0
2017/18,East Ayrshire,18-64 years,Personal Assistance Contract,0,0
2017/18,East Ayrshire,65-74 years,Personal Assistance Contract,0,0
2017/18,East Ayrshire,75-84 years,Personal Assistance Contract,0,0
2017/18,East Ayrshire,85+ years,Personal Assistance Contract,0,0
2017/18,East Ayrshire,Unknown,Personal Assistance Contract,0,0
2017/18,East Ayrshire,All Ages,Private,0,0
2017/18,East Ayrshire,0-17 years,Private,0,0
2017/18,East Ayrshire,18-64 years,Private,0,0
2017/18,East Ayrshire,65-74 years,Private,0,0
2017/18,East Ayrshire,75-84 years,Private,0,0
2017/18,East Ayrshire,85+ years,Private,0,0
2017/18,East Ayrshire,Unknown,Private,0,0
2017/18,East Ayrshire,All Ages,Voluntary,0,0
2017/18,East Ayrshire,0-17 years,Voluntary,0,0
2017/18,East Ayrshire,18-64 years,Voluntary,0,0
2017/18,East Ayrshire,65-74 years,Voluntary,0,0
2017/18,East Ayrshire,75-84 years,Voluntary,0,0
2017/18,East Ayrshire,85+ years,Voluntary,0,0
2017/18,East Ayrshire,Unknown,Voluntary,0,0
2017/18,East Ayrshire,All Ages,Other,0,0
2017/18,East Ayrshire,0-17 years,Other,0,0
2017/18,East Ayrshire,18-64 years,Other,0,0
2017/18,East Ayrshire,65-74 years,Other,0,0
2017/18,East Ayrshire,75-84 years,Other,0,0
2017/18,East Ayrshire,85+ years,Other,0,0
2017/18,East Ayrshire,Unknown,Other,0,0
2017/18,East Ayrshire,All Ages,Not Known,1705,1000
2017/18,East Ayrshire,0-17 years,Not Known,85,1000
2017/18,East Ayrshire,18-64 years,Not Known,475,1000
2017/18,East Ayrshire,65-74 years,Not Known,230,1000
2017/18,East Ayrshire,75-84 years,Not Known,500,1000
2017/18,East Ayrshire,85+ years,Not Known,415,1000
2017/18,East Ayrshire,Unknown,Not Known,0,0
2018/19,East Ayrshire,All Ages,Local Authority,0,0
2018/19,East Ayrshire,0-17 years,Local Authority,0,0
2018/19,East Ayrshire,18-64 years,Local Authority,0,0
2018/19,East Ayrshire,65-74 years,Local Authority,0,0
2018/19,East Ayrshire,75-84 years,Local Authority,0,0
2018/19,East Ayrshire,85+ years,Local Authority,0,0
2018/19,East Ayrshire,Unknown,Local Authority,0,0
2018/19,East Ayrshire,All Ages,Personal Assistance Contract,0,0
2018/19,East Ayrshire,0-17 years,Personal Assistance Contract,0,0
2018/19,East Ayrshire,18-64 years,Personal Assistance Contract,0,0
2018/19,East Ayrshire,65-74 years,Personal Assistance Contract,0,0
2018/19,East Ayrshire,75-84 years,Personal Assistance Contract,0,0
2018/19,East Ayrshire,85+ years,Personal Assistance Contract,0,0
2018/19,East Ayrshire,Unknown,Personal Assistance Contract,0,0
2018/19,East Ayrshire,All Ages,Private,0,0
2018/19,East Ayrshire,0-17 years,Private,0,0
2018/19,East Ayrshire,18-64 years,Private,0,0
2018/19,East Ayrshire,65-74 years,Private,0,0
2018/19,East Ayrshire,75-84 years,Private,0,0
2018/19,East Ayrshire,85+ years,Private,0,0
2018/19,East Ayrshire,Unknown,Private,0,0
2018/19,East Ayrshire,All Ages,Voluntary,0,0
2018/19,East Ayrshire,0-17 years,Voluntary,0,0
2018/19,East Ayrshire,18-64 years,Voluntary,0,0
2018/19,East Ayrshire,65-74 years,Voluntary,0,0
2018/19,East Ayrshire,75-84 years,Voluntary,0,0
2018/19,East Ayrshire,85+ years,Voluntary,0,0
2018/19,East Ayrshire,Unknown,Voluntary,0,0
2018/19,East Ayrshire,All Ages,Other,0,0
2018/19,East Ayrshire,0-17 years,Other,0,0
2018/19,East Ayrshire,18-64 years,Other,0,0
2018/19,East Ayrshire,65-74 years,Other,0,0
2018/19,East Ayrshire,75-84 years,Other,0,0
2018/19,East Ayrshire,85+ years,Other,0,0
2018/19,East Ayrshire,Unknown,Other,0,0
2018/19,East Ayrshire,All Ages,Not Known,2060,1000
2018/19,East Ayrshire,0-17 years,Not Known,100,1000
2018/19,East Ayrshire,18-64 years,Not Known,405,1000
2018/19,East Ayrshire,65-74 years,Not Known,265,1000
2018/19,East Ayrshire,75-84 years,Not Known,660,1000
2018/19,East Ayrshire,85+ years,Not Known,630,1000
2018/19,East Ayrshire,Unknown,Not Known,0,0
2019/20,East Ayrshire,All Ages,Local Authority,0,0
2019/20,East Ayrshire,0-17 years,Local Authority,0,0
2019/20,East Ayrshire,18-64 years,Local Authority,0,0
2019/20,East Ayrshire,65-74 years,Local Authority,0,0
2019/20,East Ayrshire,75-84 years,Local Authority,0,0
2019/20,East Ayrshire,85+ years,Local Authority,0,0
2019/20,East Ayrshire,Unknown,Local Authority,0,0
2019/20,East Ayrshire,All Ages,Personal Assistance Contract,0,0
2019/20,East Ayrshire,0-17 years,Personal Assistance Contract,0,0
2019/20,East Ayrshire,18-64 years,Personal Assistance Contract,0,0
2019/20,East Ayrshire,65-74 years,Personal Assistance Contract,0,0
2019/20,East Ayrshire,75-84 years,Personal Assistance Contract,0,0
2019/20,East Ayrshire,85+ years,Personal Assistance Contract,0,0
2019/20,East Ayrshire,Unknown,Personal Assistance Contract,0,0
2019/20,East Ayrshire,All Ages,Private,0,0
2019/20,East Ayrshire,0-17 years,Private,0,0
2019/20,East Ayrshire,18-64 years,Private,0,0
2019/20,East Ayrshire,65-74 years,Private,0,0
2019/20,East Ayrshire,75-84 years,Private,0,0
2019/20,East Ayrshire,85+ years,Private,0,0
2019/20,East Ayrshire,Unknown,Private,0,0
2019/20,East Ayrshire,All Ages,Voluntary,0,0
2019/20,East Ayrshire,0-17 years,Voluntary,0,0
2019/20,East Ayrshire,18-64 years,Voluntary,0,0
2019/20,East Ayrshire,65-74 years,Voluntary,0,0
2019/20,East Ayrshire,75-84 years,Voluntary,0,0
2019/20,East Ayrshire,85+ years,Voluntary,0,0
2019/20,East Ayrshire,Unknown,Voluntary,0,0
2019/20,East Ayrshire,All Ages,Other,0,0
2019/20,East Ayrshire,0-17 years,Other,0,0
2019/20,East Ayrshire,18-64 years,Other,0,0
2019/20,East Ayrshire,65-74 years,Other,0,0
2019/20,East Ayrshire,75-84 years,Other,0,0
2019/20,East Ayrshire,85+ years,Other,0,0
2019/20,East Ayrshire,Unknown,Other,0,0
2019/20,East Ayrshire,All Ages,Not Known,1895,1000
2019/20,East Ayrshire,0-17 years,Not Known,95,1000
2019/20,East Ayrshire,18-64 years,Not Known,410,1000
2019/20,East Ayrshire,65-74 years,Not Known,250,1000
2019/20,East Ayrshire,75-84 years,Not Known,615,1000
2019/20,East Ayrshire,85+ years,Not Known,525,1000
2019/20,East Ayrshire,Unknown,Not Known,0,0
2020/21,East Ayrshire,All Ages,Local Authority,0,0
2020/21,East Ayrshire,0-17 years,Local Authority,0,0
2020/21,East Ayrshire,18-64 years,Local Authority,0,0
2020/21,East Ayrshire,65-74 years,Local Authority,0,0
2020/21,East Ayrshire,75-84 years,Local Authority,0,0
2020/21,East Ayrshire,85+ years,Local Authority,0,0
2020/21,East Ayrshire,Unknown,Local Authority,0,0
2020/21,East Ayrshire,All Ages,Personal Assistance Contract,0,0
2020/21,East Ayrshire,0-17 years,Personal Assistance Contract,0,0
2020/21,East Ayrshire,18-64 years,Personal Assistance Contract,0,0
2020/21,East Ayrshire,65-74 years,Personal Assistance Contract,0,0
2020/21,East Ayrshire,75-84 years,Personal Assistance Contract,0,0
2020/21,East Ayrshire,85+ years,Personal Assistance Contract,0,0
2020/21,East Ayrshire,Unknown,Personal Assistance Contract,0,0
2020/21,East Ayrshire,All Ages,Private,0,0
2020/21,East Ayrshire,0-17 years,Private,0,0
2020/21,East Ayrshire,18-64 years,Private,0,0
2020/21,East Ayrshire,65-74 years,Private,0,0
2020/21,East Ayrshire,75-84 years,Private,0,0
2020/21,East Ayrshire,85+ years,Private,0,0
2020/21,East Ayrshire,Unknown,Private,0,0
2020/21,East Ayrshire,All Ages,Voluntary,0,0
2020/21,East Ayrshire,0-17 years,Voluntary,0,0
2020/21,East Ayrshire,18-64 years,Voluntary,0,0
2020/21,East Ayrshire,65-74 years,Voluntary,0,0
2020/21,East Ayrshire,75-84 years,Voluntary,0,0
2020/21,East Ayrshire,85+ years,Voluntary,0,0
2020/21,East Ayrshire,Unknown,Voluntary,0,0
2020/21,East Ayrshire,All Ages,Other,0,0
2020/21,East Ayrshire,0-17 years,Other,0,0
2020/21,East Ayrshire,18-64 years,Other,0,0
2020/21,East Ayrshire,65-74 years,Other,0,0
2020/21,East Ayrshire,75-84 years,Other,0,0
2020/21,East Ayrshire,85+ years,Other,0,0
2020/21,East Ayrshire,Unknown,Other,0,0
2020/21,East Ayrshire,All Ages,Not Known,3155,1000
2020/21,East Ayrshire,0-17 years,Not Known,85,1000
2020/21,East Ayrshire,18-64 years,Not Known,695,1000
2020/21,East Ayrshire,65-74 years,Not Known,475,1000
2020/21,East Ayrshire,75-84 years,Not Known,1020,1000
2020/21,East Ayrshire,85+ years,Not Known,880,1000
2020/21,East Ayrshire,Unknown,Not Known,0,0
2017/18,East Dunbartonshire,All Ages,Local Authority,1670,897.8494623655914
2017/18,East Dunbartonshire,0-17 years,Local Authority,10,153.84615384615387
2017/18,East Dunbartonshire,18-64 years,Local Authority,230,836.3636363636363
2017/18,East Dunbartonshire,65-74 years,Local Authority,175,921.0526315789474
2017/18,East Dunbartonshire,75-84 years,Local Authority,560,949.1525423728814
2017/18,East Dunbartonshire,85+ years,Local Authority,695,945.5782312925171
2017/18,East Dunbartonshire,Unknown,Local Authority,0,0
2017/18,East Dunbartonshire,All Ages,Personal Assistance Contract,365,196.23655913978493
2017/18,East Dunbartonshire,0-17 years,Personal Assistance Contract,55,846.1538461538462
2017/18,East Dunbartonshire,18-64 years,Personal Assistance Contract,90,327.27272727272725
2017/18,East Dunbartonshire,65-74 years,Personal Assistance Contract,35,184.21052631578945
2017/18,East Dunbartonshire,75-84 years,Personal Assistance Contract,65,110.16949152542372
2017/18,East Dunbartonshire,85+ years,Personal Assistance Contract,120,163.26530612244898
2017/18,East Dunbartonshire,Unknown,Personal Assistance Contract,0,0
2017/18,East Dunbartonshire,All Ages,Private,1480,795.6989247311827
2017/18,East Dunbartonshire,0-17 years,Private,55,846.1538461538462
2017/18,East Dunbartonshire,18-64 years,Private,230,836.3636363636363
2017/18,East Dunbartonshire,65-74 years,Private,145,763.1578947368422
2017/18,East Dunbartonshire,75-84 years,Private,455,771.1864406779662
2017/18,East Dunbartonshire,85+ years,Private,595,809.5238095238095
2017/18,East Dunbartonshire,Unknown,Private,0,0
2017/18,East Dunbartonshire,All Ages,Voluntary,75,40.32258064516129
2017/18,East Dunbartonshire,0-17 years,Voluntary,0,0
2017/18,East Dunbartonshire,18-64 years,Voluntary,50,181.8181818181818
2017/18,East Dunbartonshire,65-74 years,Voluntary,5,26.31578947368421
2017/18,East Dunbartonshire,75-84 years,Voluntary,10,16.949152542372882
2017/18,East Dunbartonshire,85+ years,Voluntary,10,13.605442176870747
2017/18,East Dunbartonshire,Unknown,Voluntary,0,0
2017/18,East Dunbartonshire,All Ages,Other,0,0
2017/18,East Dunbartonshire,0-17 years,Other,0,0
2017/18,East Dunbartonshire,18-64 years,Other,0,0
2017/18,East Dunbartonshire,65-74 years,Other,0,0
2017/18,East Dunbartonshire,75-84 years,Other,0,0
2017/18,East Dunbartonshire,85+ years,Other,0,0
2017/18,East Dunbartonshire,Unknown,Other,0,0
2017/18,East Dunbartonshire,All Ages,Not Known,10,5.376344086021506
2017/18,East Dunbartonshire,0-17 years,Not Known,5,76.92307692307693
2017/18,East Dunbartonshire,18-64 years,Not Known,0,0
2017/18,East Dunbartonshire,65-74 years,Not Known,0,0
2017/18,East Dunbartonshire,75-84 years,Not Known,0,0
2017/18,East Dunbartonshire,85+ years,Not Known,0,0
2017/18,East Dunbartonshire,Unknown,Not Known,0,0
2018/19,East Dunbartonshire,All Ages,Local Authority,1965,1000
2018/19,East Dunbartonshire,0-17 years,Local Authority,85,1000
2018/19,East Dunbartonshire,18-64 years,Local Authority,310,1000
2018/19,East Dunbartonshire,65-74 years,Local Authority,215,1000
2018/19,East Dunbartonshire,75-84 years,Local Authority,615,1000
2018/19,East Dunbartonshire,85+ years,Local Authority,735,1000
2018/19,East Dunbartonshire,Unknown,Local Authority,0,0
2018/19,East Dunbartonshire,All Ages,Personal Assistance Contract,220,111.95928753180662
2018/19,East Dunbartonshire,0-17 years,Personal Assistance Contract,50,588.2352941176471
2018/19,East Dunbartonshire,18-64 years,Personal Assistance Contract,75,241.93548387096774
2018/19,East Dunbartonshire,65-74 years,Personal Assistance Contract,20,93.02325581395348
2018/19,East Dunbartonshire,75-84 years,Personal Assistance Contract,35,56.91056910569105
2018/19,East Dunbartonshire,85+ years,Personal Assistance Contract,40,54.42176870748299
2018/19,East Dunbartonshire,Unknown,Personal Assistance Contract,0,0
2018/19,East Dunbartonshire,All Ages,Private,350,178.11704834605598
2018/19,East Dunbartonshire,0-17 years,Private,60,705.8823529411765
2018/19,East Dunbartonshire,18-64 years,Private,95,306.4516129032258
2018/19,East Dunbartonshire,65-74 years,Private,30,139.53488372093022
2018/19,East Dunbartonshire,75-84 years,Private,75,121.95121951219512
2018/19,East Dunbartonshire,85+ years,Private,90,122.44897959183673
2018/19,East Dunbartonshire,Unknown,Private,0,0
2018/19,East Dunbartonshire,All Ages,Voluntary,35,17.811704834605596
2018/19,East Dunbartonshire,0-17 years,Voluntary,0,0
2018/19,East Dunbartonshire,18-64 years,Voluntary,10,32.25806451612903
2018/19,East Dunbartonshire,65-74 years,Voluntary,5,23.25581395348837
2018/19,East Dunbartonshire,75-84 years,Voluntary,10,16.260162601626018
2018/19,East Dunbartonshire,85+ years,Voluntary,10,13.605442176870747
2018/19,East Dunbartonshire,Unknown,Voluntary,0,0
2018/19,East Dunbartonshire,All Ages,Other,0,0
2018/19,East Dunbartonshire,0-17 years,Other,0,0
2018/19,East Dunbartonshire,18-64 years,Other,0,0
2018/19,East Dunbartonshire,65-74 years,Other,0,0
2018/19,East Dunbartonshire,75-84 years,Other,0,0
2018/19,East Dunbartonshire,85+ years,Other,0,0
2018/19,East Dunbartonshire,Unknown,Other,0,0
2018/19,East Dunbartonshire,All Ages,Not Known,0,0
2018/19,East Dunbartonshire,0-17 years,Not Known,0,0
2018/19,East Dunbartonshire,18-64 years,Not Known,0,0
2018/19,East Dunbartonshire,65-74 years,Not Known,0,0
2018/19,East Dunbartonshire,75-84 years,Not Known,0,0
2018/19,East Dunbartonshire,85+ years,Not Known,0,0
2018/19,East Dunbartonshire,Unknown,Not Known,0,0
2019/20,East Dunbartonshire,All Ages,Local Authority,730,350.1199040767386
2019/20,East Dunbartonshire,0-17 years,Local Authority,25,312.5
2019/20,East Dunbartonshire,18-64 years,Local Authority,65,180.55555555555554
2019/20,East Dunbartonshire,65-74 years,Local Authority,105,446.80851063829783
2019/20,East Dunbartonshire,75-84 years,Local Authority,255,398.4375
2019/20,East Dunbartonshire,85+ years,Local Authority,280,363.6363636363636
2019/20,East Dunbartonshire,Unknown,Local Authority,0,0
2019/20,East Dunbartonshire,All Ages,Personal Assistance Contract,270,129.49640287769785
2019/20,East Dunbartonshire,0-17 years,Personal Assistance Contract,15,187.5
2019/20,East Dunbartonshire,18-64 years,Personal Assistance Contract,55,152.7777777777778
2019/20,East Dunbartonshire,65-74 years,Personal Assistance Contract,35,148.93617021276594
2019/20,East Dunbartonshire,75-84 years,Personal Assistance Contract,80,125
2019/20,East Dunbartonshire,85+ years,Personal Assistance Contract,90,116.88311688311688
2019/20,East Dunbartonshire,Unknown,Personal Assistance Contract,0,0
2019/20,East Dunbartonshire,All Ages,Private,1485,712.2302158273382
2019/20,East Dunbartonshire,0-17 years,Private,50,625
2019/20,East Dunbartonshire,18-64 years,Private,260,722.2222222222222
2019/20,East Dunbartonshire,65-74 years,Private,160,680.8510638297872
2019/20,East Dunbartonshire,75-84 years,Private,435,679.6875
2019/20,East Dunbartonshire,85+ years,Private,580,753.2467532467533
2019/20,East Dunbartonshire,Unknown,Private,0,0
2019/20,East Dunbartonshire,All Ages,Voluntary,120,57.55395683453238
2019/20,East Dunbartonshire,0-17 years,Voluntary,0,0
2019/20,East Dunbartonshire,18-64 years,Voluntary,75,208.33333333333334
2019/20,East Dunbartonshire,65-74 years,Voluntary,10,42.5531914893617
2019/20,East Dunbartonshire,75-84 years,Voluntary,20,31.25
2019/20,East Dunbartonshire,85+ years,Voluntary,20,25.974025974025977
2019/20,East Dunbartonshire,Unknown,Voluntary,0,0
2019/20,East Dunbartonshire,All Ages,Other,0,0
2019/20,East Dunbartonshire,0-17 years,Other,0,0
2019/20,East Dunbartonshire,18-64 years,Other,0,0
2019/20,East Dunbartonshire,65-74 years,Other,0,0
2019/20,East Dunbartonshire,75-84 years,Other,0,0
2019/20,East Dunbartonshire,85+ years,Other,0,0
2019/20,East Dunbartonshire,Unknown,Other,0,0
2019/20,East Dunbartonshire,All Ages,Not Known,0,0
2019/20,East Dunbartonshire,0-17 years,Not Known,0,0
2019/20,East Dunbartonshire,18-64 years,Not Known,0,0
2019/20,East Dunbartonshire,65-74 years,Not Known,0,0
2019/20,East Dunbartonshire,75-84 years,Not Known,0,0
2019/20,East Dunbartonshire,85+ years,Not Known,0,0
2019/20,East Dunbartonshire,Unknown,Not Known,0,0
2020/21,East Dunbartonshire,All Ages,Local Authority,2030,892.3076923076924
2020/21,East Dunbartonshire,0-17 years,Local Authority,45,529.4117647058823
2020/21,East Dunbartonshire,18-64 years,Local Authority,295,766.2337662337662
2020/21,East Dunbartonshire,65-74 years,Local Authority,235,921.5686274509803
2020/21,East Dunbartonshire,75-84 years,Local Authority,645,941.6058394160583
2020/21,East Dunbartonshire,85+ years,Local Authority,810,936.4161849710982
2020/21,East Dunbartonshire,Unknown,Local Authority,0,0
2020/21,East Dunbartonshire,All Ages,Personal Assistance Contract,350,153.84615384615387
2020/21,East Dunbartonshire,0-17 years,Personal Assistance Contract,40,470.5882352941176
2020/21,East Dunbartonshire,18-64 years,Personal Assistance Contract,100,259.7402597402597
2020/21,East Dunbartonshire,65-74 years,Personal Assistance Contract,30,117.6470588235294
2020/21,East Dunbartonshire,75-84 years,Personal Assistance Contract,75,109.48905109489051
2020/21,East Dunbartonshire,85+ years,Personal Assistance Contract,105,121.38728323699422
2020/21,East Dunbartonshire,Unknown,Personal Assistance Contract,0,0
2020/21,East Dunbartonshire,All Ages,Private,350,153.84615384615387
2020/21,East Dunbartonshire,0-17 years,Private,45,529.4117647058823
2020/21,East Dunbartonshire,18-64 years,Private,110,285.7142857142857
2020/21,East Dunbartonshire,65-74 years,Private,25,98.0392156862745
2020/21,East Dunbartonshire,75-84 years,Private,65,94.8905109489051
2020/21,East Dunbartonshire,85+ years,Private,105,121.38728323699422
2020/21,East Dunbartonshire,Unknown,Private,0,0
2020/21,East Dunbartonshire,All Ages,Voluntary,35,15.384615384615385
2020/21,East Dunbartonshire,0-17 years,Voluntary,0,0
2020/21,East Dunbartonshire,18-64 years,Voluntary,5,12.987012987012989
2020/21,East Dunbartonshire,65-74 years,Voluntary,5,19.607843137254903
2020/21,East Dunbartonshire,75-84 years,Voluntary,15,21.897810218978105
2020/21,East Dunbartonshire,85+ years,Voluntary,5,5.780346820809248
2020/21,East Dunbartonshire,Unknown,Voluntary,0,0
2020/21,East Dunbartonshire,All Ages,Other,0,0
2020/21,East Dunbartonshire,0-17 years,Other,0,0
2020/21,East Dunbartonshire,18-64 years,Other,0,0
